sRNA	mRNA	Score	Class	OrdinalRank	Program
fnrs	sdha	0.99996	1	105	CopraRNA
fnrs	yfbu	0.99996	0	106	CopraRNA
gcvb	cyca	0.99996	1	107	CopraRNA
istr	aroa	0.99996	0	108	CopraRNA
mica	ftsb	0.99996	0	109	CopraRNA
mica	map	0.99996	0	110	CopraRNA
omra	eutk	0.99996	0	111	CopraRNA
omra	gntu	0.99996	0	112	CopraRNA
omrb	csgd	0.99996	1	113	CopraRNA
rpra	cysd	0.99996	0	114	CopraRNA
spf	succ	0.99996	1	115	CopraRNA
spf	ybbw	0.99996	0	116	CopraRNA
spf	yegu	0.99996	0	117	CopraRNA
fnrs	euth	0.99995	0	118	CopraRNA
fnrs	yoba	0.99995	1	119	CopraRNA
glmz	yccx	0.99995	0	120	CopraRNA
mcas	seld	0.99995	0	121	CopraRNA
rpra	pth	0.99995	0	122	CopraRNA
sgrs	hemh	0.99995	0	123	CopraRNA
spf	dxs	0.99995	0	124	CopraRNA
cyar	meni	0.99994	0	125	CopraRNA
dsra	nuoh	0.99994	0	126	CopraRNA
fnrs	ubia	0.99994	0	127	CopraRNA
gcvb	brnq	0.99994	0	128	CopraRNA
gcvb	livk	0.99994	1	129	CopraRNA
istr	gsk	0.99994	0	130	CopraRNA
micc	ytfk	0.99994	0	131	CopraRNA
spf	gdha	0.99994	1	132	CopraRNA
spf	lpd	0.99994	0	133	CopraRNA
spf	yidg	0.99994	0	134	CopraRNA
fnrs	mete	0.99993	1	135	CopraRNA
istr	glgx	0.99993	0	136	CopraRNA
mica	pal	0.99993	0	137	CopraRNA
rpra	livk	0.99993	0	138	CopraRNA
spf	tkta	0.99993	0	139	CopraRNA
dsra	fetb	0.99992	0	140	CopraRNA
gcvb	dcyd	0.99992	0	141	CopraRNA
gcvb	glti	0.99992	0	142	CopraRNA
cyar	ychh	0.99991	0	143	CopraRNA
fnrs	fdni	0.99991	0	144	CopraRNA
gcvb	prpc	0.99991	0	145	CopraRNA
rpra	bfd	0.99991	0	146	CopraRNA
rsex	mtld	0.99991	0	147	CopraRNA
rybb	ompc	0.99991	1	148	CopraRNA
sgrs	fdoi	0.99991	0	149	CopraRNA
spf	arob	0.99991	0	150	CopraRNA
spf	sdhc	0.99991	1	151	CopraRNA
cyar	glgp	0.9999	0	152	CopraRNA
cyar	ptsi	0.9999	1	153	CopraRNA
dsra	trpa	0.9999	0	154	CopraRNA
istr	clpa	0.9999	0	155	CopraRNA
mcas	ftsb	0.9999	0	156	CopraRNA
mcas	pdxy	0.9999	0	157	CopraRNA
mica	hflc	0.9999	0	158	CopraRNA
mica	ldtc	0.9999	0	159	CopraRNA
rpra	fliz	0.9999	0	160	CopraRNA
rpra	hisq	0.9999	0	161	CopraRNA
rpra	pal	0.9999	0	162	CopraRNA
rpra	qora	0.9999	0	163	CopraRNA
cyar	bcsz	0.99989	0	164	CopraRNA
fnrs	gltb	0.99989	0	165	CopraRNA
fnrs	rplr	0.99989	0	166	CopraRNA
istr	adep	0.99989	0	167	CopraRNA
micc	yeah	0.99989	0	168	CopraRNA
sgrs	yegd	0.99989	0	169	CopraRNA
fnrs	mraz	0.99988	0	170	CopraRNA
fnrs	yrdb	0.99988	0	171	CopraRNA
glmz	pgk	0.99988	0	172	CopraRNA
omrb	yidr	0.99988	0	173	CopraRNA
rpra	sstt	0.99988	0	174	CopraRNA
rybb	yoah	0.99988	0	175	CopraRNA
dsra	ibpa	0.99987	0	176	CopraRNA
gcvb	cobb	0.99987	0	177	CopraRNA
mcas	yeeo	0.99987	0	178	CopraRNA
rpra	pyka	0.99987	0	179	CopraRNA
rybb	alas	0.99987	0	180	CopraRNA
arcz	dsba	0.99986	0	181	CopraRNA
cyar	yobf	0.99986	1	182	CopraRNA
micf	obge	0.99986	0	183	CopraRNA
omrb	metj	0.99986	0	184	CopraRNA
cyar	yohk	0.99985	0	185	CopraRNA
fnrs	tora	0.99985	0	186	CopraRNA
gcvb	asnb	0.99985	0	187	CopraRNA
micf	seqa	0.99985	0	188	CopraRNA
omra	hofn	0.99985	0	189	CopraRNA
rpra	amic	0.99985	0	190	CopraRNA
rpra	csgd	0.99985	1	191	CopraRNA
ryhb	nirb	0.99985	1	192	CopraRNA
arcz	yebc	0.99984	0	193	CopraRNA
fnrs	dcrb	0.99984	0	194	CopraRNA
omrb	yrfg	0.99984	0	195	CopraRNA
spf	fadl	0.99984	0	196	CopraRNA
cyar	wcad	0.99983	0	197	CopraRNA
fnrs	yebf	0.99983	0	198	CopraRNA
mcas	lldp	0.99983	0	199	CopraRNA
mica	ompx	0.99983	1	200	CopraRNA
omrb	zrap	0.99983	0	201	CopraRNA
spf	xylf	0.99983	1	202	CopraRNA
cyar	hofb	0.99982	0	203	CopraRNA
dsra	yidh	0.99982	0	204	CopraRNA
fnrs	yaaa	0.99982	0	205	CopraRNA
fnrs	ytfp	0.99982	0	206	CopraRNA
gcvb	lrp	0.99982	0	207	CopraRNA
oxys	hypd	0.99982	0	208	CopraRNA
rpra	flie	0.99982	0	209	CopraRNA
rpra	hflc	0.99982	0	210	CopraRNA
spf	bioa	0.99982	0	211	CopraRNA
mica	prc	0.99981	0	212	CopraRNA
rpra	yfhl	0.99981	0	213	CopraRNA
mcas	ygjq	0.9998	0	214	CopraRNA
micc	cher	0.9998	0	215	CopraRNA
micf	hofq	0.9998	0	216	CopraRNA
omra	yidr	0.9998	0	217	CopraRNA
rpra	fadb	0.9998	0	218	CopraRNA
spf	ddpa	0.9998	0	219	CopraRNA
cyar	fadj	0.99979	0	220	CopraRNA
fnrs	yegw	0.99979	0	221	CopraRNA
gcvb	acs	0.99979	0	222	CopraRNA
gcvb	rpsi	0.99979	0	223	CopraRNA
glmz	yhaj	0.99979	0	224	CopraRNA
istr	nrde	0.99979	0	225	CopraRNA
omrb	rnc	0.99979	0	226	CopraRNA
rpra	ghxp	0.99979	0	227	CopraRNA
spf	aat	0.99979	0	228	CopraRNA
spf	fumb	0.99979	0	229	CopraRNA
spf	hflk	0.99979	0	230	CopraRNA
spf	trmd	0.99979	0	231	CopraRNA
gcvb	mnme	0.99978	0	232	CopraRNA
micc	malg	0.99978	0	233	CopraRNA
micf	mgrb	0.99978	0	234	CopraRNA
omra	yfer	0.99978	0	235	CopraRNA
rsex	yccm	0.99977	0	236	CopraRNA
spf	acea	0.99977	0	237	CopraRNA
mcas	prc	0.99976	0	238	CopraRNA
mcas	yjir	0.99976	0	239	CopraRNA
mica	rlud	0.99976	0	240	CopraRNA
dsra	sgbe	0.99975	0	241	CopraRNA
mcas	galk	0.99975	0	242	CopraRNA
rpra	yhev	0.99975	0	243	CopraRNA
rybb	hupa	0.99975	0	244	CopraRNA
arcz	oppb	0.99974	0	245	CopraRNA
fnrs	daua	0.99974	0	246	CopraRNA
spf	rffh	0.99974	0	247	CopraRNA
chix	csgd	0.99973	0	248	CopraRNA
fnrs	yeib	0.99973	0	249	CopraRNA
gcvb	dppa	0.99973	1	250	CopraRNA
cyar	nudl	0.99972	0	251	CopraRNA
glmz	plda	0.99972	0	252	CopraRNA
omra	clps	0.99972	0	253	CopraRNA
ryhb	rrab	0.99972	0	254	CopraRNA
fnrs	glpf	0.99971	0	255	CopraRNA
gcvb	pykf	0.99971	0	256	CopraRNA
mcas	mdte	0.99971	0	257	CopraRNA
dsra	ulac	0.9997	0	258	CopraRNA
micc	mlab	0.9997	0	259	CopraRNA
dsra	mgla	0.99969	0	260	CopraRNA
fnrs	nagz	0.99969	1	261	CopraRNA
gcvb	leub	0.99969	0	262	CopraRNA
gcvb	ogrk	0.99969	0	263	CopraRNA
omrb	yebe	0.99969	0	264	CopraRNA
ryhb	dmsa	0.99969	0	265	CopraRNA
arcz	ycfj	0.99968	0	266	CopraRNA
fnrs	argh	0.99968	0	267	CopraRNA
fnrs	fimi	0.99968	0	268	CopraRNA
mica	yfcd	0.99968	0	269	CopraRNA
micf	hypb	0.99968	0	270	CopraRNA
omrb	zrar	0.99968	0	271	CopraRNA
ryhb	meth	0.99968	0	272	CopraRNA
spf	aldb	0.99968	0	273	CopraRNA
fnrs	yfgm	0.99967	0	274	CopraRNA
glmz	clpx	0.99967	0	275	CopraRNA
mcas	ycam	0.99967	0	276	CopraRNA
mica	lamb	0.99967	1	277	CopraRNA
rybb	phoh	0.99967	0	278	CopraRNA
spf	gudp	0.99967	0	279	CopraRNA
istr	arad	0.99966	0	280	CopraRNA
mcas	rnha	0.99966	0	281	CopraRNA
mica	glya	0.99966	0	282	CopraRNA
rpra	yeah	0.99966	0	283	CopraRNA
spf	pure	0.99966	0	284	CopraRNA
arcz	hish	0.99965	0	285	CopraRNA
cyar	hisq	0.99965	0	286	CopraRNA
cyar	yhcb	0.99965	0	287	CopraRNA
fnrs	adhp	0.99965	0	288	CopraRNA
fnrs	pepq	0.99965	0	289	CopraRNA
glmz	amtb	0.99965	0	290	CopraRNA
omra	csgd	0.99965	1	291	CopraRNA
spf	pncc	0.99965	0	292	CopraRNA
spf	prpc	0.99965	0	293	CopraRNA
cyar	metq	0.99964	0	294	CopraRNA
micf	moba	0.99964	0	295	CopraRNA
omra	lldp	0.99964	0	296	CopraRNA
omra	lsrg	0.99964	0	297	CopraRNA
sgrs	aaex	0.99964	0	298	CopraRNA
cyar	lgt	0.99963	0	299	CopraRNA
dsra	envy	0.99963	0	300	CopraRNA
rybb	prib	0.99963	0	301	CopraRNA
spf	icd	0.99963	1	302	CopraRNA
spf	prmc	0.99962	0	303	CopraRNA
mcas	yqjd	0.99961	0	304	CopraRNA
omrb	ynbd	0.99961	0	305	CopraRNA
glmz	fepa	0.9996	0	306	CopraRNA
rpra	hded	0.9996	0	307	CopraRNA
rybb	glmm	0.9996	0	308	CopraRNA
rybb	nagz	0.9996	0	309	CopraRNA
rydc	rplo	0.9996	0	310	CopraRNA
cyar	ydik	0.99959	0	311	CopraRNA
glmz	male	0.99959	0	312	CopraRNA
mica	cydc	0.99959	0	313	CopraRNA
micc	glga	0.99959	0	314	CopraRNA
rpra	sula	0.99959	0	315	CopraRNA
fnrs	glga	0.99958	0	316	CopraRNA
fnrs	recg	0.99958	0	317	CopraRNA
gcvb	acrb	0.99958	0	318	CopraRNA
glmz	topa	0.99958	0	319	CopraRNA
rydc	nagk	0.99958	0	320	CopraRNA
istr	reco	0.99957	0	321	CopraRNA
micf	smrb	0.99957	0	322	CopraRNA
rpra	tsga	0.99957	0	323	CopraRNA
ryhb	ydcj	0.99957	0	324	CopraRNA
ryhb	ydhf	0.99957	0	325	CopraRNA
spf	uxac	0.99957	0	326	CopraRNA
arcz	yhbp	0.99956	0	327	CopraRNA
chix	ybjl	0.99956	0	328	CopraRNA
dsra	mtfa	0.99956	0	329	CopraRNA
micc	pric	0.99956	0	330	CopraRNA
spf	uhpa	0.99956	0	331	CopraRNA
arcz	agav	0.99955	0	332	CopraRNA
gcvb	aroc	0.99955	0	333	CopraRNA
micc	yhde	0.99955	0	334	CopraRNA
omra	aat	0.99955	0	335	CopraRNA
spf	mscl	0.99955	0	336	CopraRNA
istr	gale	0.99954	0	337	CopraRNA
mica	dusc	0.99954	0	338	CopraRNA
spf	mcrb	0.99954	0	339	CopraRNA
spf	rpsg	0.99954	0	340	CopraRNA
spf	yidk	0.99954	0	341	CopraRNA
arcz	ydik	0.99953	0	342	CopraRNA
fnrs	malk	0.99953	0	343	CopraRNA
fnrs	nuok	0.99953	0	344	CopraRNA
spf	waaz	0.99953	0	345	CopraRNA
arcz	nuoc	0.99952	0	346	CopraRNA
cyar	bioh	0.99952	0	347	CopraRNA
cyar	mglc	0.99952	0	348	CopraRNA
fnrs	zapd	0.99952	0	349	CopraRNA
gcvb	pepn	0.99952	0	350	CopraRNA
glmz	ulag	0.99952	0	351	CopraRNA
mcas	apah	0.99952	0	352	CopraRNA
mica	ompa	0.99952	1	353	CopraRNA
omra	yjch	0.99952	0	354	CopraRNA
spf	cadc	0.99952	0	355	CopraRNA
cyar	sohb	0.99951	0	356	CopraRNA
dsra	rcsb	0.99951	0	357	CopraRNA
dsra	ybit	0.99951	0	358	CopraRNA
dsra	stha	0.9995	0	359	CopraRNA
fnrs	smrb	0.9995	0	360	CopraRNA
omra	sola	0.9995	0	361	CopraRNA
rpra	yfcl	0.9995	0	362	CopraRNA
spf	chea	0.9995	0	363	CopraRNA
spf	phet	0.9995	0	364	CopraRNA
micc	djla	0.99949	0	365	CopraRNA
micf	wza	0.99949	0	366	CopraRNA
omra	ygfi	0.99949	0	367	CopraRNA
rpra	nrfa	0.99949	0	368	CopraRNA
istr	mnmc	0.99948	0	369	CopraRNA
omrb	arsr	0.99948	0	370	CopraRNA
cyar	livm	0.99947	0	371	CopraRNA
mcas	mhpd	0.99947	0	372	CopraRNA
micc	skp	0.99947	0	373	CopraRNA
rpra	gcvt	0.99947	0	374	CopraRNA
dsra	mlic	0.99946	0	375	CopraRNA
istr	metc	0.99946	0	376	CopraRNA
rpra	pyri	0.99946	0	377	CopraRNA
sgrs	pgsa	0.99946	0	378	CopraRNA
spf	glnh	0.99946	0	379	CopraRNA
fnrs	yfey	0.99945	0	380	CopraRNA
mcas	degp	0.99945	0	381	CopraRNA
mcas	yegd	0.99945	0	382	CopraRNA
spf	ascf	0.99945	0	383	CopraRNA
mica	uup	0.99944	0	384	CopraRNA
omra	nhaa	0.99944	0	385	CopraRNA
sgrs	purl	0.99944	0	386	CopraRNA
fnrs	ompc	0.99943	0	387	CopraRNA
micc	yieh	0.99943	0	388	CopraRNA
rydc	ytfb	0.99943	0	389	CopraRNA
sgrs	yhjj	0.99943	0	390	CopraRNA
fnrs	guaa	0.99942	0	391	CopraRNA
micf	hsds	0.99942	0	392	CopraRNA
gcvb	crp	0.99941	0	393	CopraRNA
gcvb	flim	0.99941	0	394	CopraRNA
istr	tsf	0.99941	0	395	CopraRNA
rpra	yfec	0.9994	0	396	CopraRNA
sgrs	yici	0.9994	0	397	CopraRNA
spf	yiep	0.9994	0	398	CopraRNA
cyar	yeaq	0.99939	0	399	CopraRNA
fnrs	nagk	0.99939	0	400	CopraRNA
micf	gltl	0.99938	0	401	CopraRNA
oxys	rpln	0.99938	0	402	CopraRNA
rsex	rffh	0.99938	0	403	CopraRNA
ryhb	frda	0.99938	0	404	CopraRNA
gcvb	metc	0.99937	0	405	CopraRNA
mcas	mnmg	0.99937	0	406	CopraRNA
mcas	ssua	0.99937	0	407	CopraRNA
oxys	rpsi	0.99937	0	408	CopraRNA
rybb	skp	0.99936	0	409	CopraRNA
rybb	viaa	0.99936	0	410	CopraRNA
chix	znua	0.99935	0	411	CopraRNA
dsra	oppc	0.99935	0	412	CopraRNA
istr	enth	0.99935	0	413	CopraRNA
omrb	yjch	0.99935	0	414	CopraRNA
rybb	acps	0.99935	0	415	CopraRNA
spf	nant	0.99935	0	416	CopraRNA
mica	ygfb	0.99934	0	417	CopraRNA
rpra	yrfg	0.99934	0	418	CopraRNA
cyar	livg	0.99933	0	419	CopraRNA
rpra	yegd	0.99933	0	420	CopraRNA
ryhb	sece	0.99933	0	421	CopraRNA
spf	yijd	0.99933	0	422	CopraRNA
cyar	gale	0.99932	0	423	CopraRNA
fnrs	frwc	0.99932	0	424	CopraRNA
gcvb	ydij	0.99932	0	425	CopraRNA
glmz	acee	0.99932	0	426	CopraRNA
rybb	oppf	0.99932	0	427	CopraRNA
dsra	iscr	0.99931	0	428	CopraRNA
dsra	rhlb	0.99931	0	429	CopraRNA
gcvb	nhab	0.99931	0	430	CopraRNA
omra	ycia	0.99931	0	431	CopraRNA
omra	ytfr	0.99931	0	432	CopraRNA
rpra	pspb	0.99931	0	433	CopraRNA
cyar	mlc	0.9993	0	434	CopraRNA
omrb	purb	0.9993	0	435	CopraRNA
omrb	ybdg	0.9993	0	436	CopraRNA
omrb	yece	0.9993	0	437	CopraRNA
sgrs	osme	0.9993	0	438	CopraRNA
sgrs	ptsg	0.9993	1	439	CopraRNA
istr	osmc	0.99929	0	440	CopraRNA
omra	ispd	0.99929	0	441	CopraRNA
istr	araf	0.99928	0	442	CopraRNA
istr	yhbs	0.99928	0	443	CopraRNA
mcas	ugpa	0.99928	0	444	CopraRNA
rybb	yicj	0.99928	0	445	CopraRNA
cyar	yrbg	0.99927	0	446	CopraRNA
fnrs	fes	0.99927	0	447	CopraRNA
gcvb	ydda	0.99927	0	448	CopraRNA
dsra	yhgn	0.99926	0	449	CopraRNA
gcvb	yqge	0.99926	0	450	CopraRNA
micc	tatb	0.99926	0	451	CopraRNA
omra	ygiv	0.99926	0	452	CopraRNA
rybb	hipb	0.99926	0	453	CopraRNA
fnrs	quee	0.99925	0	454	CopraRNA
gcvb	ilvc	0.99924	0	455	CopraRNA
glmz	moeb	0.99924	0	456	CopraRNA
istr	csda	0.99924	0	457	CopraRNA
micc	bamb	0.99924	0	458	CopraRNA
rybb	hipa	0.99924	0	459	CopraRNA
spf	beti	0.99924	0	460	CopraRNA
spf	puue	0.99924	0	461	CopraRNA
arcz	uraa	0.99923	0	462	CopraRNA
dsra	thig	0.99923	0	463	CopraRNA
gcvb	acph	0.99923	0	464	CopraRNA
istr	tas	0.99923	0	465	CopraRNA
micc	ydae	0.99923	0	466	CopraRNA
mcas	gpsa	0.99922	0	467	CopraRNA
arcz	yejb	0.99921	0	468	CopraRNA
mcas	pure	0.99921	0	469	CopraRNA
rybb	ygim	0.99921	0	470	CopraRNA
ryhb	mara	0.99921	1	471	CopraRNA
arcz	fepd	0.9992	0	472	CopraRNA
cyar	eama	0.9992	0	473	CopraRNA
micf	sbcb	0.9992	0	474	CopraRNA
dsra	norw	0.99919	0	475	CopraRNA
micc	ychh	0.99919	0	476	CopraRNA
rybb	rpoe	0.99919	0	477	CopraRNA
rybb	yiaj	0.99919	0	478	CopraRNA
spf	yhdj	0.99919	0	479	CopraRNA
cyar	meth	0.99918	0	480	CopraRNA
mcas	dcud	0.99918	0	481	CopraRNA
cyar	chac	0.99917	0	482	CopraRNA
cyar	yehx	0.99917	0	483	CopraRNA
dsra	acps	0.99917	0	484	CopraRNA
dsra	ygdg	0.99917	0	485	CopraRNA
omrb	slya	0.99917	0	486	CopraRNA
ryhb	lpxa	0.99917	0	487	CopraRNA
sgrs	hyce	0.99917	0	488	CopraRNA
spf	trmh	0.99917	0	489	CopraRNA
dsra	yqcc	0.99916	0	490	CopraRNA
istr	djla	0.99915	0	491	CopraRNA
sgrs	argi	0.99915	0	492	CopraRNA
spf	aroe	0.99915	0	493	CopraRNA
istr	dppd	0.99914	0	494	CopraRNA
mica	cuta	0.99914	0	495	CopraRNA
micf	metl	0.99913	0	496	CopraRNA
spf	mglb	0.99912	0	497	CopraRNA
rpra	ppib	0.99911	0	498	CopraRNA
cyar	mug	0.9991	0	499	CopraRNA
micc	raia	0.9991	0	500	CopraRNA
micf	csra	0.9991	0	501	CopraRNA
micf	yijd	0.9991	0	502	CopraRNA
sgrs	rlmf	0.9991	0	503	CopraRNA
spf	ycjn	0.9991	0	504	CopraRNA
ryhb	recc	0.99909	0	505	CopraRNA
spf	ygbn	0.99909	0	506	CopraRNA
fnrs	yiep	0.99907	0	507	CopraRNA
omrb	aat	0.99907	0	508	CopraRNA
oxys	mete	0.99907	0	509	CopraRNA
cyar	ugpb	0.99906	0	510	CopraRNA
spf	cusb	0.99906	0	511	CopraRNA
dsra	dapd	0.99905	0	512	CopraRNA
dsra	rsfs	0.99905	0	513	CopraRNA
mica	phoe	0.99905	0	514	CopraRNA
glmz	yheu	0.99904	0	515	CopraRNA
rpra	kup	0.99904	0	516	CopraRNA
istr	yhhl	0.99903	0	517	CopraRNA
fnrs	dapf	0.99902	0	518	CopraRNA
fnrs	entc	0.99902	0	519	CopraRNA
rybb	atpg	0.99902	0	520	CopraRNA
rybb	yjhu	0.99902	0	521	CopraRNA
micc	rsea	0.99901	0	522	CopraRNA
omrb	dgka	0.99901	0	523	CopraRNA
arcz	nuof	0.999	0	524	CopraRNA
mica	entd	0.999	0	525	CopraRNA
micf	yjbj	0.999	0	526	CopraRNA
omrb	gyra	0.999	0	527	CopraRNA
fnrs	napd	0.99899	0	528	CopraRNA
istr	trud	0.99899	0	529	CopraRNA
rybb	atpc	0.99899	0	530	CopraRNA
sgrs	malg	0.99899	0	531	CopraRNA
gcvb	yebz	0.99898	0	532	CopraRNA
micf	cydb	0.99898	0	533	CopraRNA
omrb	yfhl	0.99898	0	534	CopraRNA
ryhb	fade	0.99898	0	535	CopraRNA
fnrs	fadm	0.99897	0	536	CopraRNA
fnrs	ybgp	0.99897	0	537	CopraRNA
cyar	poti	0.99896	0	538	CopraRNA
fnrs	mepm	0.99896	0	539	CopraRNA
glmz	arsb	0.99896	0	540	CopraRNA
cyar	degq	0.99894	0	541	CopraRNA
gcvb	ddla	0.99894	0	542	CopraRNA
istr	ruvb	0.99894	0	543	CopraRNA
spf	glpf	0.99894	0	544	CopraRNA
dsra	wcab	0.99893	0	545	CopraRNA
fnrs	fusa	0.99893	0	546	CopraRNA
mcas	sodc	0.99893	0	547	CopraRNA
rpra	lamb	0.99893	0	548	CopraRNA
spf	mdla	0.99893	0	549	CopraRNA
omrb	nhaa	0.99892	0	550	CopraRNA
oxys	grxa	0.99892	0	551	CopraRNA
spf	yhhq	0.99892	0	552	CopraRNA
cyar	yadh	0.99891	0	553	CopraRNA
spf	tam	0.99891	0	554	CopraRNA
fnrs	maea	0.9989	1	555	CopraRNA
istr	fhuc	0.9989	0	556	CopraRNA
rsex	fimb	0.99889	0	557	CopraRNA
arcz	eute	0.99888	0	558	CopraRNA
cyar	ptsp	0.99888	0	559	CopraRNA
istr	ybjt	0.99887	0	560	CopraRNA
omra	yeig	0.99887	0	561	CopraRNA
fnrs	leuo	0.99886	0	562	CopraRNA
fnrs	yjeh	0.99886	0	563	CopraRNA
omra	ykgj	0.99886	0	564	CopraRNA
cyar	ygid	0.99885	0	565	CopraRNA
gcvb	rplt	0.99885	0	566	CopraRNA
spf	usg	0.99885	0	567	CopraRNA
spf	ydhp	0.99885	0	568	CopraRNA
arcz	topb	0.99884	0	569	CopraRNA
ryhb	hda	0.99884	0	570	CopraRNA
sgrs	yhht	0.99884	0	571	CopraRNA
glmz	rffh	0.99883	0	572	CopraRNA
spf	ycia	0.99883	0	573	CopraRNA
chix	mntr	0.99882	0	574	CopraRNA
cyar	dppb	0.99882	0	575	CopraRNA
fnrs	sfsb	0.99882	0	576	CopraRNA
istr	dppf	0.99882	0	577	CopraRNA
micc	pyre	0.99882	0	578	CopraRNA
spf	yggx	0.99882	0	579	CopraRNA
arcz	hsca	0.99881	0	580	CopraRNA
istr	hofo	0.99881	0	581	CopraRNA
cyar	lpxt	0.9988	0	582	CopraRNA
glmz	ubie	0.9988	0	583	CopraRNA
spf	faba	0.9988	0	584	CopraRNA
spf	fliz	0.99879	0	585	CopraRNA
cyar	rcsb	0.99878	0	586	CopraRNA
fnrs	ybfa	0.99878	0	587	CopraRNA
omrb	trxc	0.99878	0	588	CopraRNA
spf	gyrb	0.99878	0	589	CopraRNA
spf	ppsa	0.99878	0	590	CopraRNA
cyar	infa	0.99877	0	591	CopraRNA
