sRNA	mRNA	Score	Class	OrdinalRank	Program
gcvb	pm_rs08200	0.96	0	84	CopraRNA
gcvb	pm_rs06685	0.95967	0	85	CopraRNA
gcvb	pm_rs06470	0.95949	0	86	CopraRNA
gcvb	pm_rs07130	0.95829	0	87	CopraRNA
gcvb	ubib	0.95738	0	88	CopraRNA
gcvb	pm_rs05145	0.95636	0	89	CopraRNA
gcvb	pm_rs06650	0.95545	0	90	CopraRNA
gcvb	pm_rs03600	0.95463	0	91	CopraRNA
gcvb	pm_rs00970	0.95345	0	92	CopraRNA
gcvb	pm_rs03700	0.95283	0	93	CopraRNA
gcvb	pm_rs06695	0.95269	0	94	CopraRNA
gcvb	pm_rs09740	0.95203	0	95	CopraRNA
gcvb	pm_rs09975	0.95148	0	96	CopraRNA
gcvb	pm_rs10080	0.95144	0	97	CopraRNA
gcvb	pm_rs01750	0.95126	0	98	CopraRNA
gcvb	srle	0.94882	0	99	CopraRNA
gcvb	pm_rs07340	0.94867	0	100	CopraRNA
gcvb	pm_rs09760	0.9485	0	101	CopraRNA
gcvb	pm_rs03585	0.94801	0	102	CopraRNA
gcvb	pm_rs05655	0.94549	0	103	CopraRNA
gcvb	pm_rs01970	0.94517	0	104	CopraRNA
gcvb	pm_rs02780	0.94483	0	105	CopraRNA
gcvb	pm_rs04635	0.9439	0	106	CopraRNA
gcvb	lldd	0.94369	0	107	CopraRNA
gcvb	pm_rs10180	0.94276	0	108	CopraRNA
gcvb	pm_rs04320	0.94226	0	109	CopraRNA
gcvb	pm_rs06515	0.9422	0	110	CopraRNA
gcvb	pm_rs00190	0.94199	0	111	CopraRNA
gcvb	pm_rs02175	0.94181	0	112	CopraRNA
gcvb	pm_rs06425	0.94161	0	113	CopraRNA
gcvb	pm_rs01355	0.94101	0	114	CopraRNA
gcvb	pm_rs09885	0.9403	0	115	CopraRNA
gcvb	pm_rs08435	0.93958	0	116	CopraRNA
gcvb	pm_rs06800	0.93942	0	117	CopraRNA
gcvb	pm_rs09010	0.93931	0	118	CopraRNA
gcvb	pm_rs01130	0.93887	0	119	CopraRNA
gcvb	pm_rs04495	0.93877	0	120	CopraRNA
gcvb	pm_rs00685	0.93764	0	121	CopraRNA
gcvb	pm_rs09810	0.93341	0	122	CopraRNA
gcvb	pm_rs05110	0.93099	0	123	CopraRNA
gcvb	pm_rs05780	0.93067	0	124	CopraRNA
gcvb	pm_rs09590	0.93016	0	125	CopraRNA
gcvb	pm_rs00825	0.92912	0	126	CopraRNA
gcvb	pm_rs06510	0.92841	0	127	CopraRNA
gcvb	pm_rs06735	0.92771	0	128	CopraRNA
gcvb	pm_rs02720	0.92767	0	129	CopraRNA
gcvb	pm_rs02755	0.92749	0	130	CopraRNA
gcvb	pm_rs10250	0.92729	0	131	CopraRNA
gcvb	pm_rs00900	0.92664	0	132	CopraRNA
gcvb	pm_rs00470	0.92659	0	133	CopraRNA
gcvb	pm_rs08450	0.92415	0	134	CopraRNA
gcvb	pm_rs10310	0.92309	0	135	CopraRNA
gcvb	pm_rs07620	0.92307	0	136	CopraRNA
gcvb	pm_rs03800	0.92143	0	137	CopraRNA
gcvb	pm_rs01705	0.92061	0	138	CopraRNA
gcvb	pm_rs06360	0.92003	0	139	CopraRNA
gcvb	pm_rs08115	0.91979	0	140	CopraRNA
gcvb	pm_rs02525	0.91925	0	141	CopraRNA
gcvb	pm_rs02485	0.91851	0	142	CopraRNA
gcvb	pm_rs02235	0.9185	0	143	CopraRNA
gcvb	pm_rs08730	0.91846	0	144	CopraRNA
gcvb	pm_rs02810	0.91704	0	145	CopraRNA
gcvb	pm_rs03435	0.91693	0	146	CopraRNA
gcvb	pm_rs07445	0.91613	0	147	CopraRNA
gcvb	pm_rs05990	0.91412	0	148	CopraRNA
gcvb	pm_rs04280	0.9137	0	149	CopraRNA
gcvb	pm_rs10105	0.91347	0	150	CopraRNA
gcvb	pm_rs08160	0.913	0	151	CopraRNA
gcvb	pm_rs10145	0.91236	0	152	CopraRNA
gcvb	pm_rs03050	0.90933	0	153	CopraRNA
gcvb	pm_rs07080	0.90894	0	154	CopraRNA
gcvb	pm_rs10190	0.90812	0	155	CopraRNA
gcvb	pm_rs06320	0.90686	0	156	CopraRNA
gcvb	pm_rs05480	0.90635	0	157	CopraRNA
gcvb	pm_rs01465	0.90602	0	158	CopraRNA
gcvb	pm_rs06170	0.90601	0	159	CopraRNA
gcvb	pm_rs10195	0.90575	0	160	CopraRNA
gcvb	pm_rs06240	0.90402	1	161	CopraRNA
gcvb	pm_rs00085	0.90373	0	162	CopraRNA
gcvb	pm_rs07100	0.90327	0	163	CopraRNA
gcvb	pm_rs07345	0.90325	0	164	CopraRNA
gcvb	pm_rs03290	0.90267	0	165	CopraRNA
gcvb	pm_rs09400	0.90093	0	166	CopraRNA
gcvb	pm_rs09395	0.90032	0	167	CopraRNA
gcvb	pm_rs04205	0.90011	0	168	CopraRNA
gcvb	pm_rs02050	0.89968	0	169	CopraRNA
gcvb	pm_rs02170	0.89949	0	170	CopraRNA
gcvb	pm_rs03285	0.89904	0	171	CopraRNA
gcvb	pm_rs02125	0.89828	0	172	CopraRNA
gcvb	pm_rs01190	0.89798	0	173	CopraRNA
gcvb	pm_rs03945	0.89769	0	174	CopraRNA
gcvb	pm_rs03350	0.89751	0	175	CopraRNA
gcvb	pm_rs06625	0.89729	0	176	CopraRNA
gcvb	pm_rs09960	0.89623	0	177	CopraRNA
gcvb	artm	0.89613	0	178	CopraRNA
gcvb	pm_rs00040	0.89531	0	179	CopraRNA
gcvb	pm_rs07075	0.89524	0	180	CopraRNA
gcvb	pm_rs08305	0.8948	0	181	CopraRNA
gcvb	pm_rs03030	0.89372	0	182	CopraRNA
gcvb	pm_rs09670	0.89243	0	183	CopraRNA
gcvb	pm_rs03855	0.8923	0	184	CopraRNA
gcvb	pm_rs07430	0.89211	0	185	CopraRNA
gcvb	pm_rs02005	0.89189	0	186	CopraRNA
gcvb	pm_rs02155	0.89134	0	187	CopraRNA
gcvb	pm_rs04070	0.89089	0	188	CopraRNA
gcvb	pm_rs02285	0.89046	0	189	CopraRNA
gcvb	pm_rs02690	0.89006	0	190	CopraRNA
gcvb	pm_rs02835	0.89005	0	191	CopraRNA
gcvb	pm_rs06970	0.88915	0	192	CopraRNA
gcvb	pm_rs09110	0.88905	0	193	CopraRNA
gcvb	pm_rs02775	0.88784	0	194	CopraRNA
gcvb	pm_rs07995	0.88737	0	195	CopraRNA
gcvb	pm_rs00495	0.88704	0	196	CopraRNA
gcvb	pm_rs08320	0.88293	0	197	CopraRNA
gcvb	pm_rs00815	0.8818	0	198	CopraRNA
gcvb	pm_rs04675	0.88131	0	199	CopraRNA
gcvb	pm_rs00805	0.87965	0	200	CopraRNA
gcvb	pm_rs09300	0.87942	0	201	CopraRNA
gcvb	pm_rs01720	0.87678	0	202	CopraRNA
gcvb	pm_rs04490	0.87605	0	203	CopraRNA
gcvb	pm_rs05230	0.87393	0	204	CopraRNA
gcvb	pm_rs08385	0.87378	0	205	CopraRNA
gcvb	pm_rs07560	0.87284	0	206	CopraRNA
gcvb	pm_rs04040	0.87233	0	207	CopraRNA
gcvb	pm_rs03510	0.87206	0	208	CopraRNA
gcvb	pm_rs00215	0.87099	1	209	CopraRNA
gcvb	pm_rs05270	0.87096	0	210	CopraRNA
gcvb	pm_rs07000	0.87085	0	211	CopraRNA
gcvb	pm_rs01625	0.87008	0	212	CopraRNA
gcvb	pm_rs07725	0.87002	0	213	CopraRNA
gcvb	pm_rs04165	0.86612	0	214	CopraRNA
gcvb	usha	0.86596	0	215	CopraRNA
gcvb	pm_rs08880	0.86593	0	216	CopraRNA
gcvb	pm_rs07015	0.8654	0	217	CopraRNA
gcvb	pm_rs01775	0.8653	0	218	CopraRNA
gcvb	pm_rs10425	0.86385	0	219	CopraRNA
gcvb	pm_rs08035	0.86358	0	220	CopraRNA
gcvb	pm_rs00465	0.86161	0	221	CopraRNA
gcvb	pm_rs02230	0.86158	0	222	CopraRNA
gcvb	pm_rs03595	0.86053	0	223	CopraRNA
gcvb	pm_rs09825	0.86007	0	224	CopraRNA
gcvb	pm_rs06875	0.85988	0	225	CopraRNA
gcvb	pm_rs04265	0.85957	0	226	CopraRNA
gcvb	pm_rs08070	0.85929	0	227	CopraRNA
gcvb	pm_rs02190	0.85905	0	228	CopraRNA
gcvb	pm_rs09015	0.85889	0	229	CopraRNA
gcvb	pm_rs09655	0.8588	0	230	CopraRNA
gcvb	pm_rs08300	0.8587	0	231	CopraRNA
gcvb	pm_rs04125	0.85808	0	232	CopraRNA
gcvb	pm_rs05300	0.85802	0	233	CopraRNA
gcvb	pm_rs09745	0.85727	0	234	CopraRNA
gcvb	pm_rs06015	0.85661	0	235	CopraRNA
gcvb	pm_rs05095	0.85654	0	236	CopraRNA
gcvb	pm_rs00240	0.85645	0	237	CopraRNA
gcvb	pm_rs00835	0.85636	0	238	CopraRNA
gcvb	pm_rs09630	0.85611	0	239	CopraRNA
gcvb	pm_rs09530	0.85567	0	240	CopraRNA
gcvb	pm_rs04835	0.85482	0	241	CopraRNA
gcvb	pm_rs04555	0.85427	0	242	CopraRNA
gcvb	pm_rs07890	0.85359	0	243	CopraRNA
gcvb	pm_rs10440	0.85354	0	244	CopraRNA
gcvb	pm_rs09220	0.85343	0	245	CopraRNA
gcvb	liga	0.85332	0	246	CopraRNA
gcvb	pfla	0.8526	0	247	CopraRNA
gcvb	pm_rs01675	0.85241	0	248	CopraRNA
gcvb	pm_rs06690	0.85217	0	249	CopraRNA
gcvb	pm_rs08395	0.84973	0	250	CopraRNA
gcvb	pm_rs02095	0.84873	0	251	CopraRNA
gcvb	pm_rs06670	0.84811	0	252	CopraRNA
gcvb	pm_rs06675	0.84736	0	253	CopraRNA
gcvb	pm_rs04630	0.84708	0	254	CopraRNA
gcvb	pm_rs07480	0.84658	0	255	CopraRNA
gcvb	pm_rs06660	0.8462	0	256	CopraRNA
gcvb	pm_rs04550	0.84544	0	257	CopraRNA
gcvb	pm_rs02065	0.84491	0	258	CopraRNA
gcvb	pm_rs02055	0.84471	0	259	CopraRNA
gcvb	pm_rs00050	0.84469	0	260	CopraRNA
gcvb	pm_rs03980	0.84434	0	261	CopraRNA
gcvb	pm_rs08565	0.84373	0	262	CopraRNA
gcvb	pm_rs05155	0.84339	0	263	CopraRNA
gcvb	pm_rs00940	0.84182	0	264	CopraRNA
gcvb	pm_rs00975	0.83922	0	265	CopraRNA
gcvb	pm_rs02060	0.83856	0	266	CopraRNA
gcvb	pm_rs09955	0.83625	0	267	CopraRNA
gcvb	pm_rs01410	0.83564	1	268	CopraRNA
gcvb	pm_rs04765	0.83558	0	269	CopraRNA
gcvb	pm_rs01940	0.83447	0	270	CopraRNA
gcvb	pm_rs08620	0.83396	0	271	CopraRNA
gcvb	pm_rs08370	0.83218	0	272	CopraRNA
gcvb	pm_rs01250	0.83026	0	273	CopraRNA
gcvb	pm_rs08725	0.83002	0	274	CopraRNA
gcvb	pm_rs10325	0.82965	0	275	CopraRNA
gcvb	pm_rs05055	0.82951	0	276	CopraRNA
gcvb	pm_rs08670	0.82894	1	277	CopraRNA
gcvb	pm_rs00750	0.82812	0	278	CopraRNA
gcvb	pm_rs04755	0.82544	0	279	CopraRNA
gcvb	pm_rs03025	0.82492	0	280	CopraRNA
gcvb	pm_rs04930	0.82446	0	281	CopraRNA
gcvb	pm_rs03360	0.82305	0	282	CopraRNA
gcvb	pm_rs08045	0.82128	0	283	CopraRNA
gcvb	pm_rs02205	0.82031	0	284	CopraRNA
gcvb	pm_rs09980	0.81991	0	285	CopraRNA
gcvb	pm_rs09800	0.81959	0	286	CopraRNA
gcvb	pm_rs01050	0.81947	0	287	CopraRNA
gcvb	pm_rs10360	0.81935	0	288	CopraRNA
gcvb	pm_rs02985	0.81862	0	289	CopraRNA
gcvb	pm_rs02845	0.81853	0	290	CopraRNA
gcvb	pm_rs03905	0.81747	0	291	CopraRNA
gcvb	pm_rs00370	0.81736	0	292	CopraRNA
gcvb	pm_rs00220	0.81692	0	293	CopraRNA
gcvb	pm_rs05380	0.81675	0	294	CopraRNA
gcvb	pm_rs03060	0.81656	0	295	CopraRNA
gcvb	pm_rs10380	0.81644	0	296	CopraRNA
gcvb	pm_rs03330	0.81603	0	297	CopraRNA
gcvb	pm_rs03845	0.81592	0	298	CopraRNA
gcvb	pm_rs05805	0.81448	0	299	CopraRNA
gcvb	pm_rs09640	0.81309	0	300	CopraRNA
gcvb	pm_rs08130	0.81161	0	301	CopraRNA
gcvb	pm_rs07870	0.8107	0	302	CopraRNA
gcvb	pm_rs06995	0.80991	0	303	CopraRNA
gcvb	pm_rs08465	0.80984	0	304	CopraRNA
gcvb	pm_rs02930	0.80816	0	305	CopraRNA
gcvb	pm_rs04450	0.8073	0	306	CopraRNA
gcvb	pm_rs09770	0.8072	0	307	CopraRNA
gcvb	pm_rs09990	0.80611	0	308	CopraRNA
gcvb	pm_rs08835	0.80565	0	309	CopraRNA
gcvb	pm_rs03465	0.80407	0	310	CopraRNA
gcvb	pm_rs06975	0.80361	0	311	CopraRNA
gcvb	pm_rs00025	0.80264	0	312	CopraRNA
gcvb	pm_rs01435	0.80242	0	313	CopraRNA
gcvb	pm_rs06540	0.80232	0	314	CopraRNA
gcvb	pm_rs09245	0.80232	0	315	CopraRNA
gcvb	pm_rs02275	0.80055	0	316	CopraRNA
gcvb	pm_rs05925	0.80037	0	317	CopraRNA
gcvb	pm_rs09295	0.79943	0	318	CopraRNA
gcvb	pm_rs02710	0.79862	0	319	CopraRNA
gcvb	pm_rs00925	0.79724	0	320	CopraRNA
gcvb	pm_rs09325	0.79531	0	321	CopraRNA
gcvb	pm_rs04065	0.79492	0	322	CopraRNA
gcvb	pm_rs07110	0.79334	0	323	CopraRNA
gcvb	pm_rs06085	0.79309	0	324	CopraRNA
gcvb	pm_rs07380	0.79184	0	325	CopraRNA
gcvb	pm_rs03640	0.78947	0	326	CopraRNA
gcvb	pm_rs07390	0.78942	0	327	CopraRNA
gcvb	pm_rs05460	0.78918	0	328	CopraRNA
gcvb	pm_rs01365	0.78886	0	329	CopraRNA
gcvb	pm_rs05040	0.78853	0	330	CopraRNA
gcvb	pm_rs05850	0.78841	0	331	CopraRNA
gcvb	pm_rs00985	0.78732	0	332	CopraRNA
gcvb	pm_rs04865	0.78691	0	333	CopraRNA
gcvb	pm_rs08930	0.78665	0	334	CopraRNA
gcvb	pm_rs07170	0.78565	0	335	CopraRNA
gcvb	dppf	0.78441	0	336	CopraRNA
gcvb	modb	0.7844	0	337	CopraRNA
gcvb	pm_rs03265	0.78353	0	338	CopraRNA
gcvb	pm_rs03420	0.78297	0	339	CopraRNA
gcvb	pm_rs05175	0.78223	1	340	CopraRNA
gcvb	pm_rs08640	0.7797	0	341	CopraRNA
gcvb	pm_rs05940	0.77911	0	342	CopraRNA
gcvb	pm_rs04085	0.77794	0	343	CopraRNA
gcvb	pm_rs04970	0.77781	0	344	CopraRNA
gcvb	pm_rs01255	0.77758	0	345	CopraRNA
gcvb	pm_rs00440	0.77756	0	346	CopraRNA
gcvb	pm_rs08560	0.77708	0	347	CopraRNA
gcvb	pm_rs06415	0.77686	0	348	CopraRNA
gcvb	pm_rs04710	0.77627	0	349	CopraRNA
gcvb	pm_rs07740	0.7762	0	350	CopraRNA
gcvb	pm_rs05310	0.77532	0	351	CopraRNA
gcvb	pm_rs04290	0.77523	0	352	CopraRNA
gcvb	pm_rs09585	0.77517	0	353	CopraRNA
gcvb	pm_rs05390	0.77504	0	354	CopraRNA
gcvb	pm_rs02035	0.77502	0	355	CopraRNA
gcvb	pm_rs02090	0.77484	0	356	CopraRNA
gcvb	pm_rs05405	0.77212	0	357	CopraRNA
gcvb	pm_rs08655	0.77104	0	358	CopraRNA
gcvb	pm_rs05420	0.77015	0	359	CopraRNA
gcvb	pm_rs04570	0.76974	0	360	CopraRNA
gcvb	pm_rs01995	0.76816	0	361	CopraRNA
gcvb	pm_rs04210	0.76746	0	362	CopraRNA
gcvb	pm_rs05350	0.766	0	363	CopraRNA
gcvb	pm_rs07450	0.76523	0	364	CopraRNA
gcvb	pm_rs03280	0.76253	0	365	CopraRNA
gcvb	pm_rs00780	0.76241	0	366	CopraRNA
gcvb	pm_rs02915	0.76192	0	367	CopraRNA
gcvb	pm_rs04175	0.76066	0	368	CopraRNA
gcvb	pm_rs03625	0.76052	0	369	CopraRNA
gcvb	pm_rs01195	0.75927	0	370	CopraRNA
gcvb	pm_rs10225	0.75877	0	371	CopraRNA
gcvb	pm_rs08935	0.75691	0	372	CopraRNA
gcvb	pm_rs09625	0.75651	0	373	CopraRNA
gcvb	pm_rs06755	0.75565	0	374	CopraRNA
gcvb	pm_rs01460	0.75464	0	375	CopraRNA
gcvb	pm_rs01320	0.75387	0	376	CopraRNA
gcvb	pm_rs00990	0.75281	0	377	CopraRNA
gcvb	pm_rs07260	0.75233	0	378	CopraRNA
gcvb	pm_rs07945	0.75205	0	379	CopraRNA
gcvb	pm_rs10345	0.75131	0	380	CopraRNA
gcvb	pm_rs09805	0.74996	0	381	CopraRNA
gcvb	pm_rs03455	0.74916	0	382	CopraRNA
gcvb	pm_rs06820	0.74894	0	383	CopraRNA
gcvb	pm_rs03240	0.74815	0	384	CopraRNA
gcvb	pm_rs09790	0.74778	0	385	CopraRNA
gcvb	pm_rs06640	0.7474	0	386	CopraRNA
gcvb	pm_rs07070	0.74707	0	387	CopraRNA
gcvb	pm_rs01290	0.74688	0	388	CopraRNA
gcvb	pm_rs07090	0.74686	0	389	CopraRNA
gcvb	pm_rs01825	0.74639	0	390	CopraRNA
gcvb	pm_rs09710	0.74394	0	391	CopraRNA
gcvb	pm_rs07800	0.74393	0	392	CopraRNA
gcvb	pm_rs00400	0.74293	0	393	CopraRNA
gcvb	pm_rs06025	0.74287	0	394	CopraRNA
gcvb	pm_rs03385	0.74249	0	395	CopraRNA
gcvb	pm_rs04105	0.74174	0	396	CopraRNA
gcvb	pm_rs10280	0.73849	0	397	CopraRNA
gcvb	pm_rs04520	0.73828	0	398	CopraRNA
gcvb	pm_rs04770	0.73783	0	399	CopraRNA
gcvb	pm_rs06325	0.73682	0	400	CopraRNA
gcvb	pm_rs00305	0.73567	0	401	CopraRNA
gcvb	pm_rs03185	0.7351	0	402	CopraRNA
gcvb	pm_rs10400	0.73494	0	403	CopraRNA
gcvb	pm_rs00490	0.73471	0	404	CopraRNA
gcvb	pm_rs07680	0.73426	0	405	CopraRNA
gcvb	pm_rs03900	0.73305	0	406	CopraRNA
gcvb	pm_rs02020	0.73227	0	407	CopraRNA
gcvb	pm_rs05065	0.73215	0	408	CopraRNA
gcvb	pm_rs02460	0.73213	0	409	CopraRNA
gcvb	pm_rs03670	0.73193	0	410	CopraRNA
gcvb	pm_rs04925	0.73044	0	411	CopraRNA
gcvb	pm_rs09940	0.7303	0	412	CopraRNA
gcvb	pm_rs04095	0.73016	0	413	CopraRNA
gcvb	pm_rs01215	0.72948	0	414	CopraRNA
gcvb	pm_rs01270	0.72863	0	415	CopraRNA
gcvb	pm_rs04305	0.72844	0	416	CopraRNA
gcvb	pm_rs03645	0.72808	0	417	CopraRNA
gcvb	pm_rs06265	0.72771	1	418	CopraRNA
gcvb	pm_rs00695	0.72696	0	419	CopraRNA
gcvb	pm_rs03725	0.72663	0	420	CopraRNA
gcvb	pm_rs07750	0.72582	0	421	CopraRNA
gcvb	pm_rs08245	0.72405	0	422	CopraRNA
gcvb	pm_rs04155	0.72383	0	423	CopraRNA
gcvb	pm_rs09845	0.72343	0	424	CopraRNA
gcvb	pm_rs09450	0.7225	0	425	CopraRNA
gcvb	pm_rs01715	0.72144	0	426	CopraRNA
gcvb	pm_rs00425	0.71922	0	427	CopraRNA
gcvb	pm_rs02440	0.7192	0	428	CopraRNA
gcvb	pm_rs05450	0.71849	0	429	CopraRNA
gcvb	pm_rs00865	0.71835	0	430	CopraRNA
gcvb	pm_rs05365	0.71785	0	431	CopraRNA
gcvb	pm_rs02100	0.71782	0	432	CopraRNA
gcvb	pm_rs09345	0.71579	0	433	CopraRNA
gcvb	pm_rs08890	0.71558	0	434	CopraRNA
gcvb	pm_rs00890	0.7146	0	435	CopraRNA
gcvb	pm_rs04410	0.71419	0	436	CopraRNA
gcvb	pm_rs09735	0.71311	0	437	CopraRNA
gcvb	pm_rs00005	0.71209	0	438	CopraRNA
gcvb	pm_rs03045	0.71036	0	439	CopraRNA
gcvb	pm_rs06530	0.71026	0	440	CopraRNA
gcvb	pm_rs04185	0.70915	1	441	CopraRNA
gcvb	pm_rs08010	0.70736	0	442	CopraRNA
gcvb	pm_rs04940	0.70709	0	443	CopraRNA
gcvb	pm_rs03565	0.70571	0	444	CopraRNA
gcvb	pm_rs03020	0.70548	0	445	CopraRNA
gcvb	pm_rs00810	0.7052	0	446	CopraRNA
gcvb	pm_rs06275	0.70471	0	447	CopraRNA
gcvb	pm_rs00875	0.70464	0	448	CopraRNA
gcvb	pm_rs03445	0.70436	0	449	CopraRNA
gcvb	pm_rs00905	0.70395	0	450	CopraRNA
gcvb	pm_rs03010	0.70291	0	451	CopraRNA
gcvb	pm_rs00030	0.70286	0	452	CopraRNA
gcvb	pm_rs01910	0.70242	0	453	CopraRNA
gcvb	pm_rs04625	0.70227	0	454	CopraRNA
gcvb	pm_rs00545	0.70207	0	455	CopraRNA
gcvb	pm_rs05705	0.69856	0	456	CopraRNA
gcvb	pm_rs04745	0.69847	0	457	CopraRNA
gcvb	pm_rs01985	0.69808	0	458	CopraRNA
gcvb	pm_rs00035	0.69765	0	459	CopraRNA
gcvb	pm_rs08335	0.69751	0	460	CopraRNA
gcvb	pm_rs01845	0.69664	0	461	CopraRNA
gcvb	pm_rs05595	0.6963	0	462	CopraRNA
gcvb	pm_rs10090	0.69626	0	463	CopraRNA
gcvb	pm_rs07405	0.6962	0	464	CopraRNA
gcvb	pm_rs07085	0.69604	0	465	CopraRNA
gcvb	pm_rs09085	0.69599	0	466	CopraRNA
gcvb	pm_rs02045	0.69583	0	467	CopraRNA
gcvb	pm_rs08265	0.69421	0	468	CopraRNA
gcvb	pm_rs01375	0.6938	0	469	CopraRNA
gcvb	pm_rs10255	0.69279	0	470	CopraRNA
gcvb	pm_rs02110	0.69136	0	471	CopraRNA
gcvb	pm_rs02965	0.69122	0	472	CopraRNA
gcvb	pm_rs01120	0.69054	0	473	CopraRNA
gcvb	pm_rs01170	0.69044	0	474	CopraRNA
gcvb	pm_rs04285	0.68907	0	475	CopraRNA
gcvb	pm_rs03365	0.68786	0	476	CopraRNA
gcvb	pm_rs00615	0.68746	0	477	CopraRNA
gcvb	pm_rs05030	0.68549	0	478	CopraRNA
gcvb	pm_rs01010	0.68447	0	479	CopraRNA
gcvb	pm_rs03650	0.68404	0	480	CopraRNA
gcvb	pm_rs06045	0.6831	0	481	CopraRNA
gcvb	pm_rs06455	0.68307	0	482	CopraRNA
gcvb	pm_rs02390	0.68295	0	483	CopraRNA
