sRNA	mRNA	Score	Class
psrr1	sll1138	0.99913	0
isar1	sll1822	0.99912	0
isar1	sll1086	0.9991	0
isar1	sll1056	0.99909	0
isar1	sll1001	0.99907	0
isar1	sll1723	0.99906	0
isar1	slr1129	0.99906	0
isar1	sll1108	0.99904	0
isar1	slr0597	0.99904	0
isar1	slr1489	0.99903	0
isar1	sll1393	0.99902	0
isar1	slr0093	0.99902	0
isar1	ssr2781	0.99901	0
isar1	slr0267	0.999	0
isar1	sll0933	0.99899	0
isar1	slr1028	0.99899	0
isar1	sll1336	0.99898	0
isar1	sll0176	0.99897	0
isar1	sll0455	0.99897	0
isar1	sll0504	0.99894	0
isar1	sll0102	0.99893	0
psrr1	sll1931	0.99893	0
psrr1	ssr3451	0.99892	0
isar1	sll0921	0.99888	0
isar1	slr1848	0.99888	0
psrr1	slr0357	0.99888	0
isar1	slr1511	0.99887	0
isar1	ssl0350	0.99887	0
isar1	ssr2723	0.99885	0
isar1	slr0298	0.99882	0
isar1	slr0808	0.99882	0
isar1	slr1942	0.9988	0
psrr1	slr0418	0.9988	0
isar1	sll0990	0.99879	0
psrr1	sll1932	0.99879	0
isar1	sll1300	0.99878	0
isar1	slr0732	0.99878	0
isar1	slr0261	0.99875	0
isar1	sll1360	0.99874	0
isar1	slr1435	0.99874	0
isar1	slr0194	0.99873	0
psrr1	slr1729	0.99873	0
isar1	sll1340	0.99869	0
isar1	smr0006	0.99869	0
isar1	ssr2194	0.99869	0
isar1	slr0963	0.99868	0
isar1	slr0065	0.99867	0
isar1	slr1894	0.99866	0
isar1	sll1555	0.99865	0
isar1	slr0521	0.99865	0
isar1	sll0622	0.99864	0
psrr1	slr1166	0.99864	0
isar1	sll1110	0.99863	0
isar1	slr1411	0.99862	0
isar1	slr0543	0.99861	0
isar1	slr2001	0.99861	0
isar1	sll0993	0.9986	0
isar1	sll1541	0.9986	0
isar1	slr0354	0.99859	0
isar1	slr1442	0.99858	0
isar1	ssl0438	0.99858	0
isar1	slr0171	0.99854	0
isar1	sll0818	0.99853	0
isar1	sll1931	0.99852	0
isar1	slr1377	0.99852	0
isar1	sll1676	0.99851	0
isar1	slr1935	0.9985	0
isar1	sll0220	0.99849	0
isar1	slr0677	0.99848	0
psrr1	sll0355	0.99848	0
isar1	slr1708	0.99845	0
isar1	sll1142	0.99843	0
isar1	sll0898	0.99841	0
isar1	sll1508	0.99841	0
isar1	slr1570	0.9984	0
isar1	slr0769	0.99838	0
isar1	smr0011	0.99834	0
isar1	slr0379	0.99833	0
psrr1	sll0497	0.99833	0
isar1	slr1779	0.99831	0
isar1	sll0202	0.9983	0
psrr1	slr1380	0.9983	0
isar1	slr1265	0.99828	0
isar1	sll1447	0.99826	0
isar1	sll0282	0.99823	0
isar1	slr0645	0.9982	0
isar1	slr1515	0.9982	0
isar1	slr0940	0.99819	0
isar1	sll1543	0.99818	0
isar1	sll0162	0.99817	0
isar1	sll1022	0.99816	0
psrr1	slr1117	0.99813	0
isar1	slr0118	0.99812	0
isar1	sll1768	0.9981	0
psrr1	sll1862	0.9981	0
isar1	slr1047	0.99809	0
isar1	slr1717	0.99809	0
isar1	sll0146	0.99808	0
isar1	sll0862	0.99808	0
isar1	sll1860	0.99807	0
psrr1	slr0358	0.99807	0
isar1	sll1074	0.99805	0
isar1	slr0105	0.99804	0
psrr1	slr1429	0.99802	0
isar1	slr0115	0.99801	0
isar1	ssr2998	0.99799	0
isar1	sll1538	0.99797	0
isar1	sll0764	0.99796	0
isar1	ssl2733	0.99796	0
isar1	slr0181	0.99795	0
isar1	slr1842	0.99793	0
isar1	slr1124	0.99791	0
isar1	ssl0832	0.99791	0
isar1	sll1751	0.9979	0
isar1	sll1770	0.99789	0
isar1	sll0413	0.99788	0
psrr1	smr0010	0.99787	0
isar1	slr1349	0.99786	0
isar1	sll0823	0.99785	0
isar1	sll1192	0.99785	0
isar1	slr1201	0.99785	0
isar1	slr1495	0.99785	0
isar1	slr1452	0.99784	0
isar1	sll0306	0.99783	0
isar1	slr1796	0.99781	0
isar1	slr0920	0.9978	0
isar1	slr1125	0.9978	0
isar1	slr1307	0.9978	0
isar1	slr1378	0.9978	0
psrr1	sll1869	0.9978	0
psrr1	slr0557	0.99777	0
isar1	sll1316	0.99776	0
isar1	slr1791	0.99774	0
isar1	slr0322	0.99772	0
isar1	slr1364	0.99772	0
isar1	slr1087	0.9977	0
isar1	sll0471	0.99768	0
isar1	slr0794	0.99768	0
isar1	slr2051	0.99765	0
isar1	ssr2972	0.99765	0
isar1	sll1091	0.99764	0
isar1	sll1893	0.99761	0
isar1	slr0387	0.9976	0
isar1	sll1752	0.99758	0
isar1	slr0337	0.99757	0
isar1	sll0053	0.99756	0
psrr1	slr1042	0.99755	0
isar1	sll0945	0.99753	0
isar1	sll1882	0.99752	0
isar1	slr1062	0.9975	0
isar1	sll1077	0.99744	0
isar1	sll1252	0.99742	0
isar1	slr1666	0.99742	0
isar1	slr0709	0.99739	0
isar1	slr1226	0.99735	0
isar1	sll0058	0.99733	0
isar1	sll1121	0.99729	0
isar1	sll1558	0.99728	0
isar1	slr0216	0.99727	0
isar1	slr2030	0.99725	0
isar1	sll0576	0.99724	0
psrr1	slr0772	0.99724	0
psrr1	slr1455	0.99724	0
isar1	slr0454	0.99721	0
isar1	sll0540	0.9972	0
psrr1	sll0931	0.99719	0
isar1	sll1694	0.99718	0
isar1	slr0110	0.99717	0
isar1	slr1747	0.99717	0
isar1	slr1690	0.99716	0
isar1	sll0260	0.99713	0
isar1	slr2062	0.99713	0
isar1	slr1331	0.9971	0
psrr1	sll1322	0.99709	0
isar1	slr1647	0.99704	0
isar1	sll0329	0.99701	0
isar1	slr1340	0.99699	0
isar1	sll0459	0.99697	0
isar1	slr1575	0.99697	0
isar1	sll0549	0.99696	0
isar1	sll1442	0.99695	0
isar1	sll0441	0.99691	0
isar1	ssr0482	0.99689	0
psrr1	smr0011	0.99685	0
isar1	slr1835	0.99684	0
isar1	slr1535	0.99683	0
isar1	slr1686	0.99682	0
psrr1	sll1281	0.99682	0
isar1	slr2073	0.99681	0
isar1	sll0517	0.99679	0
isar1	sll1343	0.99679	0
isar1	slr0500	0.99679	0
isar1	sll1196	0.99677	0
isar1	sll0704	0.99676	0
isar1	slr0756	0.99675	0
psrr1	ssl0461	0.99673	0
isar1	ssr1736	0.99671	0
isar1	sll1191	0.99669	0
isar1	sll1043	0.99668	0
isar1	slr1196	0.99665	0
psrr1	slr0067	0.99661	0
isar1	sll0864	0.99658	0
isar1	slr0977	0.99657	0
isar1	slr1926	0.99653	0
isar1	slr1083	0.99652	0
isar1	slr1459	0.99651	0
isar1	sll0082	0.9965	0
psrr1	sll1091	0.99649	0
psrr1	slr1563	0.99644	0
isar1	slr0953	0.99641	0
isar1	sll0809	0.99637	0
isar1	slr2052	0.99636	0
isar1	sll0454	0.9963	0
isar1	slr1471	0.99625	0
psrr1	sll1290	0.99625	0
isar1	slr1675	0.99624	0
isar1	slr1195	0.99622	0
psrr1	slr1848	0.99622	0
isar1	sll0613	0.99621	0
isar1	sll1819	0.9962	0
isar1	slr0076	0.9962	1
isar1	slr1930	0.99613	0
isar1	sll0822	0.99612	0
isar1	sll1270	0.99612	0
isar1	sll1516	0.99611	0
isar1	slr1761	0.99611	0
isar1	sll1172	0.9961	0
psrr1	sll0258	0.9961	0
isar1	sll0284	0.99609	0
isar1	ssl1690	0.99609	0
isar1	slr0049	0.99608	0
isar1	sll0509	0.99606	0
isar1	sll0567	0.99604	0
isar1	slr1652	0.99604	0
isar1	slr0639	0.99603	0
isar1	sll0002	0.99601	0
isar1	sll0047	0.99601	0
isar1	slr1846	0.99601	1
isar1	sll0017	0.99597	0
isar1	sll0514	0.99596	0
isar1	slr0749	0.99596	0
isar1	sll1673	0.99594	0
isar1	slr1277	0.99594	0
psrr1	slr0975	0.99593	0
isar1	ssr1600	0.99591	0
isar1	sll0428	0.9959	0
isar1	slr1050	0.9959	0
psrr1	slr1998	0.99587	0
psrr1	slr1238	0.99586	0
isar1	sll1291	0.99581	0
isar1	slr0656	0.9958	0
psrr1	sll0295	0.99579	0
psrr1	smr0003	0.99578	0
isar1	sll0271	0.99576	0
isar1	sll1559	0.99576	0
isar1	slr1418	0.99572	0
isar1	sll1575	0.9957	0
psrr1	ssr1169	0.9957	0
isar1	slr0161	0.99568	0
isar1	slr0906	0.99563	0
isar1	sll1574	0.99561	0
isar1	ssl0601	0.99561	0
isar1	sll0499	0.99557	0
isar1	sll1452	0.99556	0
psrr1	slr0657	0.99556	0
isar1	slr1096	0.99555	0
isar1	slr1044	0.99554	0
isar1	sll1275	0.99553	0
isar1	slr1979	0.99553	0
isar1	sll1932	0.99552	0
isar1	sll0244	0.99548	0
isar1	sll1983	0.99546	0
isar1	slr1256	0.99546	0
isar1	sll1201	0.99543	0
isar1	slr2081	0.99541	0
isar1	slr0975	0.9954	0
isar1	sll0031	0.99538	0
isar1	sll1382	0.99538	0
isar1	sll0661	0.99533	0
isar1	sll0043	0.9953	0
isar1	slr0092	0.9953	0
psrr1	sll1559	0.9953	0
isar1	slr1518	0.99529	0
isar1	sll0611	0.99528	0
isar1	sll1561	0.99528	0
isar1	sll2001	0.99525	0
isar1	slr1365	0.99525	0
isar1	sll0041	0.99523	0
isar1	sll1831	0.99516	0
isar1	slr2049	0.99514	0
isar1	ssl2598	0.99513	0
isar1	sll0038	0.99511	0
isar1	sll0900	0.99511	0
isar1	sll1858	0.99511	0
isar1	sll0586	0.9951	0
isar1	sll0010	0.99508	0
isar1	slr0252	0.99508	0
isar1	slr2005	0.99508	0
psrr1	sll1500	0.99505	0
isar1	sll0098	0.99504	0
isar1	ssl0452	0.99504	0
isar1	sll0166	0.99502	0
isar1	slr1472	0.99502	0
isar1	sll1721	0.99498	0
psrr1	slr0476	0.99498	0
isar1	slr1316	0.99494	0
isar1	slr1687	0.99494	0
isar1	sll0736	0.99487	0
isar1	slr0642	0.99484	0
isar1	sll1193	0.99482	0
isar1	sll1789	0.99482	0
psrr1	slr0554	0.99482	0
isar1	sll0184	0.99479	0
isar1	slr1197	0.99479	0
isar1	sll0838	0.99475	0
isar1	slr0311	0.99473	0
isar1	ssl1004	0.99473	0
isar1	slr0015	0.99472	0
isar1	ssl0294	0.99472	0
isar1	slr1546	0.99463	0
isar1	slr1266	0.9946	0
isar1	slr0086	0.99458	0
isar1	slr1807	0.99458	0
isar1	sll0034	0.99455	0
isar1	sll1424	0.99454	0
isar1	sll0415	0.99452	0
isar1	sll1253	0.99452	0
isar1	sll0080	0.9945	0
isar1	sll1372	0.99448	0
isar1	slr0809	0.99446	0
isar1	sll0602	0.99444	0
psrr1	sll1547	0.99444	0
isar1	slr1174	0.99443	0
psrr1	sll0504	0.99443	0
isar1	slr1169	0.9944	0
isar1	ssr2062	0.99435	0
isar1	sll1377	0.99432	0
psrr1	sll0613	0.99429	0
isar1	sll1219	0.99426	0
isar1	slr0423	0.99425	0
isar1	slr1956	0.99419	0
isar1	sll1745	0.99418	0
psrr1	slr0701	0.99416	0
psrr1	ssr1951	0.99416	0
isar1	slr0757	0.99414	0
isar1	sll0396	0.99413	0
isar1	slr0493	0.99409	0
isar1	sll0379	0.99408	0
isar1	slr1913	0.99408	0
isar1	slr0742	0.99406	0
psrr1	ssl2296	0.99402	0
psrr1	ssl3093	0.99402	0
isar1	sll0685	0.99401	0
isar1	slr1160	0.99399	0
isar1	sll0640	0.99398	0
psrr1	sll1594	0.99398	0
isar1	slr0938	0.99395	0
isar1	slr0318	0.99393	0
isar1	slr0740	0.99389	0
isar1	sll1496	0.99386	0
isar1	ssr1425	0.99384	0
psrr1	sll0631	0.99384	0
isar1	sll1027	0.99383	0
isar1	sll1009	0.99382	0
isar1	sll1553	0.99376	0
psrr1	slr1212	0.99376	0
psrr1	ssr2857	0.99376	0
isar1	ssl3437	0.99365	0
psrr1	slr1950	0.99364	0
isar1	slr2080	0.9936	0
psrr1	slr0376	0.9936	0
psrr1	slr0017	0.99358	0
psrr1	slr1403	0.99356	0
psrr1	slr1223	0.99352	0
isar1	slr0172	0.99351	0
isar1	slr1106	0.9935	0
isar1	sll0478	0.99346	0
psrr1	slr2031	0.99346	0
psrr1	slr1192	0.99345	0
isar1	sll1618	0.99339	0
isar1	sll0446	0.99334	0
isar1	slr1167	0.99332	0
isar1	slr1705	0.99332	0
isar1	ssl0259	0.99332	0
isar1	slr1285	0.99329	0
isar1	slr1391	0.99327	0
psrr1	slr1911	0.99325	0
isar1	sll1940	0.9932	0
isar1	sll0250	0.99317	0
isar1	slr0058	0.99316	0
isar1	slr1005	0.99314	0
isar1	slr1624	0.99313	0
isar1	sll1527	0.9931	0
isar1	sll0513	0.99309	0
isar1	sll1758	0.99305	0
isar1	slr1327	0.99305	0
isar1	sll1945	0.99303	0
psrr1	ssr1698	0.99302	0
isar1	slr0269	0.99301	0
isar1	slr0292	0.99297	0
psrr1	slr0171	0.99296	0
isar1	sll1726	0.99295	0
isar1	sll1776	0.99291	0
isar1	slr1255	0.9929	0
isar1	ssl0312	0.99289	0
isar1	slr0946	0.99287	0
isar1	ssr0336	0.99284	0
isar1	slr0438	0.99282	0
isar1	sll0227	0.99276	0
isar1	sll1138	0.99273	0
isar1	sll1206	0.99273	0
isar1	slr0721	0.99273	0
isar1	slr1474	0.99271	0
isar1	sll0793	0.9927	0
isar1	slr2053	0.99269	0
isar1	slr0527	0.99268	0
isar1	ssr1041	0.99265	0
isar1	ssl2615	0.99264	0
isar1	slr0164	0.99261	0
isar1	sll0198	0.99253	0
psrr1	smr0008	0.99253	0
isar1	slr1419	0.99252	0
isar1	ssl2920	0.99249	0
isar1	slr1670	0.99247	0
isar1	sll1098	0.99243	0
isar1	slr1239	0.99241	0
psrr1	sll0404	0.99241	0
isar1	ssr1155	0.99238	0
psrr1	sll1383	0.99237	0
isar1	sll1274	0.99235	0
isar1	slr0608	0.99231	0
psrr1	sll0135	0.99228	0
isar1	slr0436	0.99221	0
psrr1	slr0379	0.99218	0
isar1	sll1749a	0.99214	0
psrr1	sll1909	0.99212	0
isar1	slr1536	0.99209	0
isar1	slr0213	0.99206	0
psrr1	slr0876	0.99206	0
isar1	slr1213	0.99203	0
psrr1	slr0546	0.99202	0
isar1	sll1968	0.992	0
isar1	slr1906	0.992	0
isar1	slr2143	0.99193	0
isar1	sll1868	0.99192	0
isar1	slr1467	0.99192	0
isar1	sll0781	0.99191	0
psrr1	slr1484	0.99191	0
isar1	sll0280	0.99188	0
isar1	slr0032	0.99185	0
isar1	sll1698	0.99183	0
isar1	slr0958	0.9918	0
isar1	ssr3122	0.9917	0
isar1	slr0743a	0.99169	0
isar1	slr1437	0.99168	0
psrr1	slr0597	0.99167	0
isar1	slr0495	0.99166	0
isar1	slr0974	0.99166	0
isar1	sll1500	0.99165	0
isar1	slr1369	0.99165	0
isar1	slr2094	0.99165	0
psrr1	sll1542	0.99163	0
isar1	sll0869	0.99162	0
isar1	slr0469	0.99159	0
isar1	sll0871	0.99157	0
psrr1	slr0446	0.99153	0
isar1	slr0586	0.99151	0
isar1	sll0555	0.99145	0
isar1	sll1999	0.99143	0
isar1	slr0848	0.99141	0
psrr1	sll0455	0.99134	0
psrr1	slr0520	0.99134	0
psrr1	slr1573	0.99129	0
isar1	sll0384	0.99122	0
psrr1	sll0865	0.99119	0
isar1	slr0962	0.99113	0
isar1	sll0584	0.99112	0
psrr1	slr0498	0.99111	0
psrr1	sll1372	0.99109	0
isar1	sll1926	0.99107	0
psrr1	slr1712	0.99107	0
isar1	slr1271	0.99106	0
psrr1	sll0708	0.99104	0
isar1	sll1885	0.991	0
psrr1	slr0833	0.99098	0
isar1	slr0881	0.99096	0
isar1	sll1612	0.99092	0
isar1	slr0869	0.99087	0
isar1	sll1867	0.99086	0
isar1	slr1233	0.99085	0
isar1	slr0324	0.99081	0
psrr1	slr0611	0.99077	0
isar1	slr0829	0.99073	0
isar1	slr0302	0.99071	0
isar1	slr0731	0.99069	0
isar1	slr0635	0.99068	0
psrr1	slr1535	0.99068	0
isar1	slr0797	0.99067	0
psrr1	sll1865	0.99064	0
psrr1	sll1384	0.99056	0
isar1	sll1464	0.99053	0
isar1	sll1653	0.99051	0
isar1	slr0453	0.9904	0
isar1	slr1645	0.99039	0
isar1	sll0158	0.99029	0
isar1	sll1435	0.99028	0
isar1	slr1417	0.99027	0
isar1	ssl0738	0.99023	0
isar1	sll0319	0.99021	0
isar1	sll1103	0.99018	0
isar1	slr0744	0.99015	0
isar1	slr1684	0.99015	0
isar1	sll1369	0.99014	0
isar1	sll1466	0.99014	0
isar1	sll0817	0.99013	0
isar1	sll1917	0.99012	0
isar1	ssr0349	0.99012	0
isar1	sll0930	0.99004	0
isar1	slr0417	0.98999	0
isar1	sll1064	0.98996	0
isar1	slr0657	0.98996	0
psrr1	ssl3335	0.98996	0
isar1	sll1318	0.98995	0
isar1	sll0741	0.98993	0
isar1	slr0689	0.98979	0
isar1	slr2048	0.98972	0
isar1	slr0936	0.98971	0
isar1	sll0897	0.9897	0
psrr1	sll0058	0.98963	0
psrr1	slr0523	0.98962	0
psrr1	sll0634	0.98959	0
psrr1	slr1039	0.98957	0
psrr1	sll0524	0.9895	0
isar1	slr1177	0.98948	0
psrr1	ssl2823	0.98944	0
psrr1	slr1098	0.98933	0
isar1	sll1927	0.98931	0
psrr1	slr1682	0.9893	0
isar1	ssl0461	0.98928	0
isar1	sll0497	0.98927	0
isar1	sll0645	0.98927	0
isar1	sll1689	0.9892	0
isar1	sll0424	0.98914	0
isar1	sll0858	0.98908	0
isar1	sll0100	0.98906	0
isar1	sll1329	0.98903	0
isar1	slr2105	0.98902	0
isar1	sll1070	0.98893	0
isar1	sll1876	0.98891	0
isar1	sll1767	0.98886	0
isar1	slr1182	0.98882	0
isar1	slr1565	0.98881	0
isar1	sll1812	0.98879	0
isar1	slr2046	0.98877	0
isar1	sll0099	0.98872	0
isar1	slr1306	0.98868	0
isar1	slr0886	0.98865	0
isar1	slr1019	0.98865	0
isar1	sll0680	0.98864	0
isar1	sll1358	0.98864	0
isar1	slr1505	0.98858	0
psrr1	slr0453	0.98858	0
isar1	ssl2296	0.98855	0
isar1	sll0569	0.9885	0
isar1	sll0564	0.98846	0
isar1	slr0357	0.98837	0
isar1	slr0536	0.98829	0
isar1	ssr3452	0.98828	0
isar1	slr0822	0.98827	0
isar1	sll1319	0.98825	0
psrr1	sll1196	0.98824	0
isar1	sll0827	0.98823	0
isar1	slr0773	0.9882	0
isar1	sll0839	0.98819	0
psrr1	slr1575	0.98818	0
isar1	slr1643	0.98816	0
psrr1	sll0272	0.98814	0
psrr1	slr1083	0.9881	0
isar1	sll1209	0.98804	0
isar1	ssr2439	0.98803	0
isar1	slr0517	0.98801	0
isar1	slr1118	0.98801	0
isar1	ssr2060	0.98799	0
psrr1	slr1115	0.98797	0
psrr1	slr1113	0.98789	0
isar1	sll1482	0.98788	0
isar1	sll1398	0.98787	0
psrr1	slr1603	0.98787	0
psrr1	slr1805	0.98785	0
isar1	ssr1169	0.98783	0
isar1	sll0192	0.98781	0
isar1	sll0755	0.98777	0
isar1	sll0084	0.98768	0
isar1	slr1736	0.98767	0
isar1	sll1686	0.98764	0
isar1	slr0240	0.98761	0
isar1	slr0926	0.9876	0
isar1	slr0191	0.98758	0
isar1	sll0629	0.98756	0
isar1	slr0900	0.98752	0
isar1	slr1254	0.98746	0
isar1	slr1702	0.98744	0
isar1	slr1636	0.98741	0
psrr1	sll1325	0.98737	0
isar1	sll0503	0.98729	0
isar1	sll0252	0.98728	0
isar1	slr0331	0.98725	0
isar1	ssr1398	0.98711	0
isar1	ssl1498	0.98708	0
isar1	slr0017	0.98706	0
isar1	sll1509	0.98704	0
isar1	slr1897	0.98704	0
isar1	sll0542	0.98702	0
isar1	sll1766	0.987	0
isar1	slr0924	0.98698	0
isar1	sll0553	0.98696	0
psrr1	sll1538	0.98696	0
isar1	sll1909	0.98692	0
isar1	sll0223	0.98685	0
psrr1	slr1114	0.98683	0
isar1	sll1775	0.9868	0
isar1	sll0055	0.98679	0
psrr1	sll0793	0.98679	0
isar1	sll0065	0.98677	0
isar1	sll0887	0.98677	0
isar1	slr1706	0.98673	0
isar1	slr1911	0.98672	0
psrr1	sll0021	0.98668	0
isar1	slr1084	0.98666	0
psrr1	slr0963	0.98665	0
isar1	sll0684	0.98663	0
psrr1	slr1538	0.98657	0
isar1	slr1888	0.98645	0
isar1	slr0228	0.98641	0
psrr1	sll1766	0.98636	0
psrr1	sll0818	0.98634	0
isar1	sll1365	0.98631	0
psrr1	sll1318	0.98631	0
psrr1	sll1971	0.98629	0
psrr1	slr1188	0.98627	0
isar1	sll0535	0.9862	0
isar1	slr1975	0.98618	0
isar1	slr1194	0.98599	0
isar1	sll0199	0.98597	0
psrr1	slr1844	0.98597	0
psrr1	sll0790	0.98596	0
isar1	slr0418	0.98593	0
isar1	sll1024	0.98588	0
isar1	slr0192	0.98586	0
isar1	slr0952	0.98585	0
psrr1	slr1138	0.98584	0
isar1	slr1390	0.98583	0
isar1	slr1591	0.98583	0
isar1	sll0656	0.98579	0
isar1	sll1521	0.98574	0
psrr1	slr1521	0.98573	0
psrr1	slr1699	0.98572	0
psrr1	slr1471	0.98564	0
isar1	sll1937	0.98562	0
isar1	slr0480	0.98562	0
isar1	sll0178	0.98541	0
isar1	sll0156	0.9854	0
psrr1	slr0118	0.98529	0
isar1	sll0525	0.98528	0
isar1	slr1925	0.98528	0
isar1	ssr1698	0.98524	0
psrr1	slr1977	0.98514	0
isar1	slr1563	0.98511	0
psrr1	sll0683	0.98511	0
isar1	slr0096	0.98507	0
isar1	sll1306	0.98503	0
isar1	sll0247	0.98498	0
psrr1	slr0359	0.98496	0
isar1	slr0082	0.98493	0
isar1	slr0251	0.9849	0
isar1	sll0846	0.98489	0
isar1	sll1536	0.98487	0
isar1	slr0957	0.98485	0
isar1	slr0697	0.98481	0
isar1	ssr1114	0.98481	0
