sRNA	mRNA	Score	Class	OrdinalRank	Program
isar1	slr1187	0.9847	0	87	IntaRNA
isar1	sll0180	0.98459	0	88	IntaRNA
isar1	slr1759	0.98436	0	89	IntaRNA
psrr1	slr0681	0.98436	0	90	IntaRNA
isar1	slr0359	0.98425	0	91	IntaRNA
isar1	slr0527	0.98425	0	92	IntaRNA
psrr1	sll1338	0.98402	0	93	IntaRNA
psrr1	slr1379	0.98402	0	94	IntaRNA
psrr1	slr0869	0.98379	0	95	IntaRNA
psrr1	sll0362	0.98367	0	96	IntaRNA
isar1	slr1789	0.98355	0	97	IntaRNA
psrr1	sll1392	0.98355	0	98	IntaRNA
psrr1	sll1670	0.98355	0	99	IntaRNA
psrr1	slr0318	0.98355	0	100	IntaRNA
isar1	sll0533	0.98295	0	101	IntaRNA
isar1	slr0228	0.98271	0	102	IntaRNA
psrr1	slr1777	0.98271	0	103	IntaRNA
isar1	slr0695	0.98233	0	104	IntaRNA
psrr1	slr1641	0.98233	0	105	IntaRNA
isar1	sll0790	0.98195	0	106	IntaRNA
psrr1	slr1187	0.98195	0	107	IntaRNA
psrr1	sll1414	0.98183	0	108	IntaRNA
isar1	slr2104	0.98144	0	109	IntaRNA
psrr1	slr0366	0.98131	0	110	IntaRNA
isar1	slr0193	0.98117	0	111	IntaRNA
psrr1	slr1303	0.98117	0	112	IntaRNA
psrr1	slr0387	0.98091	0	113	IntaRNA
isar1	sll1686	0.98077	0	114	IntaRNA
isar1	sll1031	0.98064	0	115	IntaRNA
psrr1	slr1572	0.98023	0	116	IntaRNA
psrr1	slr0302	0.98009	0	117	IntaRNA
isar1	slr0653	0.97895	0	118	IntaRNA
isar1	sll0158	0.97866	0	119	IntaRNA
psrr1	slr0147	0.97866	0	120	IntaRNA
psrr1	slr0665	0.97866	0	121	IntaRNA
isar1	slr1885	0.97851	0	122	IntaRNA
isar1	slr1349	0.97836	0	123	IntaRNA
psrr1	slr1237	0.97836	0	124	IntaRNA
psrr1	slr0616	0.97806	0	125	IntaRNA
psrr1	slr1044	0.97806	0	126	IntaRNA
psrr1	slr1177	0.97806	0	127	IntaRNA
psrr1	slr1295	0.97776	0	128	IntaRNA
isar1	slr0744	0.97745	0	129	IntaRNA
isar1	sll0450	0.97714	0	130	IntaRNA
psrr1	sll1894	0.97714	0	131	IntaRNA
psrr1	slr1350	0.97699	0	132	IntaRNA
psrr1	sll1265	0.97667	0	133	IntaRNA
psrr1	slr2084	0.97651	0	134	IntaRNA
isar1	sll0083	0.97635	0	135	IntaRNA
isar1	slr1055	0.97635	0	136	IntaRNA
isar1	slr1239	0.97603	0	137	IntaRNA
isar1	slr1863	0.97603	0	138	IntaRNA
psrr1	sll1052	0.97587	0	139	IntaRNA
isar1	sll1618	0.9757	0	140	IntaRNA
psrr1	sll1555	0.97487	0	141	IntaRNA
psrr1	slr0960	0.97401	0	142	IntaRNA
isar1	sll1965	0.97384	0	143	IntaRNA
isar1	slr1228	0.97384	0	144	IntaRNA
isar1	sll0613	0.97349	0	145	IntaRNA
isar1	sll0576	0.97331	0	146	IntaRNA
isar1	slr1202	0.97331	0	147	IntaRNA
psrr1	slr1238	0.97331	0	148	IntaRNA
psrr1	slr0088	0.97313	0	149	IntaRNA
isar1	slr0692	0.97295	0	150	IntaRNA
psrr1	sll1925	0.97295	0	151	IntaRNA
isar1	slr2100	0.97241	0	152	IntaRNA
isar1	slr0643	0.97223	0	153	IntaRNA
isar1	slr0043	0.97204	0	154	IntaRNA
isar1	slr0608	0.97204	0	155	IntaRNA
psrr1	sll1608	0.97186	0	156	IntaRNA
psrr1	slr0359	0.97186	0	157	IntaRNA
psrr1	slr0587	0.97186	0	158	IntaRNA
psrr1	slr1411	0.9713	0	159	IntaRNA
isar1	sll1967	0.97111	0	160	IntaRNA
isar1	slr0337	0.97111	0	161	IntaRNA
psrr1	ssr1114	0.97111	0	162	IntaRNA
isar1	slr0322	0.97092	0	163	IntaRNA
isar1	slr1624	0.97092	0	164	IntaRNA
psrr1	slr1324	0.97053	0	165	IntaRNA
isar1	sll0759	0.96995	0	166	IntaRNA
isar1	sll1614	0.96935	0	167	IntaRNA
isar1	slr1178	0.96935	0	168	IntaRNA
isar1	slr1579	0.96915	0	169	IntaRNA
isar1	sll1971	0.96895	0	170	IntaRNA
isar1	slr1926	0.96895	0	171	IntaRNA
psrr1	slr1249	0.96895	0	172	IntaRNA
isar1	slr1942	0.96875	0	173	IntaRNA
isar1	sll0414	0.96855	0	174	IntaRNA
isar1	sll0670	0.96793	0	175	IntaRNA
isar1	sll1021	0.96793	0	176	IntaRNA
isar1	slr0836	0.96793	0	177	IntaRNA
psrr1	ssl2296	0.96793	0	178	IntaRNA
isar1	sll1056	0.96772	0	179	IntaRNA
isar1	slr1376	0.9673	0	180	IntaRNA
isar1	slr1838	0.9673	0	181	IntaRNA
psrr1	sll0662	0.9673	0	182	IntaRNA
psrr1	sll1959	0.9673	0	183	IntaRNA
psrr1	slr1759	0.9673	0	184	IntaRNA
psrr1	sll1408	0.96688	0	185	IntaRNA
psrr1	slr1028	0.96688	0	186	IntaRNA
isar1	slr1678	0.96666	0	187	IntaRNA
psrr1	slr2035	0.96666	0	188	IntaRNA
psrr1	sll0629	0.96645	0	189	IntaRNA
psrr1	sll1166	0.96645	0	190	IntaRNA
psrr1	sll0173	0.96623	0	191	IntaRNA
psrr1	sll1605	0.96623	0	192	IntaRNA
psrr1	sll1614	0.96602	0	193	IntaRNA
psrr1	slr0989	0.96602	0	194	IntaRNA
psrr1	slr1803	0.96602	0	195	IntaRNA
isar1	sll0753	0.96558	0	196	IntaRNA
isar1	slr0872	0.96558	0	197	IntaRNA
isar1	sll1470	0.96514	0	198	IntaRNA
isar1	slr1079	0.96401	0	199	IntaRNA
isar1	slr0442	0.96332	0	200	IntaRNA
psrr1	slr0817	0.96332	0	201	IntaRNA
psrr1	sll0048	0.96309	0	202	IntaRNA
psrr1	sll1628	0.96309	0	203	IntaRNA
psrr1	sll0792	0.96238	0	204	IntaRNA
psrr1	slr0325	0.96214	0	205	IntaRNA
psrr1	slr0364	0.96214	0	206	IntaRNA
psrr1	ssr1720	0.96214	0	207	IntaRNA
isar1	sll0556	0.9619	0	208	IntaRNA
isar1	slr0847	0.9619	0	209	IntaRNA
psrr1	sll1509	0.96142	0	210	IntaRNA
isar1	slr1024	0.96118	0	211	IntaRNA
isar1	slr1644	0.96118	0	212	IntaRNA
isar1	slr2102	0.96118	0	213	IntaRNA
psrr1	sll1294	0.96118	0	214	IntaRNA
isar1	slr1886	0.96069	0	215	IntaRNA
psrr1	sll1933	0.9602	0	216	IntaRNA
isar1	sll1441	0.95995	0	217	IntaRNA
psrr1	slr0306	0.95995	0	218	IntaRNA
psrr1	sll0017	0.9597	0	219	IntaRNA
psrr1	slr1794	0.9597	0	220	IntaRNA
psrr1	slr1851	0.9597	0	221	IntaRNA
isar1	sll1392	0.95945	0	222	IntaRNA
isar1	sll1725	0.95945	0	223	IntaRNA
psrr1	sll1687	0.95945	0	224	IntaRNA
psrr1	slr1202	0.95868	0	225	IntaRNA
isar1	sll1294	0.95843	0	226	IntaRNA
psrr1	sll0166	0.95843	0	227	IntaRNA
psrr1	slr0049	0.95817	0	228	IntaRNA
psrr1	slr0303	0.95817	0	229	IntaRNA
isar1	slr1484	0.95791	0	230	IntaRNA
psrr1	sll1069	0.95791	0	231	IntaRNA
psrr1	slr1107	0.95791	0	232	IntaRNA
isar1	slr1609	0.95712	0	233	IntaRNA
isar1	slr1567	0.95686	0	234	IntaRNA
psrr1	sll1878	0.95686	0	235	IntaRNA
isar1	slr1880	0.95659	0	236	IntaRNA
psrr1	sll2005	0.95659	0	237	IntaRNA
isar1	slr1946	0.95632	0	238	IntaRNA
psrr1	slr0459	0.95632	0	239	IntaRNA
isar1	sll1583	0.95605	0	240	IntaRNA
psrr1	sll0160	0.95605	0	241	IntaRNA
psrr1	sll1001	0.95605	0	242	IntaRNA
psrr1	slr2015	0.95605	0	243	IntaRNA
psrr1	slr0492	0.95578	0	244	IntaRNA
isar1	sll0983	0.95551	0	245	IntaRNA
isar1	sll1722	0.95551	0	246	IntaRNA
psrr1	sll0514	0.95551	0	247	IntaRNA
psrr1	slr0596	0.95551	0	248	IntaRNA
isar1	sll1663	0.95496	0	249	IntaRNA
psrr1	sll1659	0.95496	0	250	IntaRNA
psrr1	slr0603	0.95496	0	251	IntaRNA
psrr1	slr0842	0.95496	0	252	IntaRNA
psrr1	sll0672	0.95469	0	253	IntaRNA
psrr1	slr0408	0.95441	0	254	IntaRNA
psrr1	sll1633	0.95385	0	255	IntaRNA
psrr1	sll1770	0.95385	0	256	IntaRNA
psrr1	sll1031	0.95357	0	257	IntaRNA
psrr1	slr1808	0.95357	0	258	IntaRNA
psrr1	slr0061	0.95272	0	259	IntaRNA
isar1	sll0319	0.95243	0	260	IntaRNA
psrr1	slr1031	0.95185	0	261	IntaRNA
isar1	slr0067	0.95156	0	262	IntaRNA
isar1	slr2115	0.95156	0	263	IntaRNA
psrr1	sll1037	0.95156	0	264	IntaRNA
isar1	sll0656	0.95126	0	265	IntaRNA
psrr1	sll0482	0.95126	0	266	IntaRNA
psrr1	sll1471	0.95126	0	267	IntaRNA
isar1	sll0267	0.95097	0	268	IntaRNA
psrr1	sll0943	0.95097	0	269	IntaRNA
psrr1	sll1157	0.95008	0	270	IntaRNA
psrr1	slr0667	0.94978	0	271	IntaRNA
isar1	sll0779	0.94947	0	272	IntaRNA
isar1	sll1220	0.94947	0	273	IntaRNA
psrr1	sll0502	0.94947	0	274	IntaRNA
psrr1	slr1819	0.94917	0	275	IntaRNA
isar1	slr1189	0.94887	0	276	IntaRNA
psrr1	slr0884	0.94887	0	277	IntaRNA
psrr1	sll0185	0.94856	0	278	IntaRNA
psrr1	sll1786	0.94856	0	279	IntaRNA
psrr1	slr0040	0.94825	0	280	IntaRNA
isar1	slr1884	0.94794	0	281	IntaRNA
psrr1	slr0963	0.94763	0	282	IntaRNA
isar1	sll1127	0.94732	0	283	IntaRNA
psrr1	sll0267	0.94732	0	284	IntaRNA
psrr1	sll0721	0.94732	0	285	IntaRNA
psrr1	slr0695	0.94732	0	286	IntaRNA
psrr1	slr1312	0.94732	0	287	IntaRNA
isar1	sll1360	0.947	0	288	IntaRNA
psrr1	sll0135	0.947	0	289	IntaRNA
psrr1	sll1520	0.947	0	290	IntaRNA
psrr1	sll0446	0.94669	0	291	IntaRNA
isar1	slr1970	0.94637	0	292	IntaRNA
psrr1	sll0041	0.94637	0	293	IntaRNA
psrr1	sll1359	0.94637	0	294	IntaRNA
psrr1	slr0232	0.94637	0	295	IntaRNA
psrr1	slr1790	0.94637	0	296	IntaRNA
psrr1	slr1993	0.94637	0	297	IntaRNA
isar1	sll1987	0.94605	0	298	IntaRNA
psrr1	slr0625	0.94573	0	299	IntaRNA
isar1	sll1702	0.94541	0	300	IntaRNA
isar1	slr1211	0.94541	0	301	IntaRNA
psrr1	slr1686	0.94541	0	302	IntaRNA
psrr1	slr1748	0.94541	0	303	IntaRNA
isar1	slr1603	0.94476	0	304	IntaRNA
psrr1	slr1963	0.94476	0	305	IntaRNA
isar1	sll0920	0.94443	0	306	IntaRNA
isar1	sll1880	0.94443	0	307	IntaRNA
psrr1	sll0103	0.94443	0	308	IntaRNA
psrr1	sll0444	0.94443	0	309	IntaRNA
isar1	sll1275	0.94411	0	310	IntaRNA
psrr1	slr2102	0.94411	0	311	IntaRNA
psrr1	slr1536	0.94378	0	312	IntaRNA
isar1	slr0502	0.94344	0	313	IntaRNA
psrr1	slr0099	0.94344	0	314	IntaRNA
psrr1	sll1435	0.94311	0	315	IntaRNA
psrr1	sll1393	0.94278	0	316	IntaRNA
psrr1	slr1515	0.94278	0	317	IntaRNA
isar1	slr0665	0.9421	1	318	IntaRNA
isar1	slr0971	0.9421	0	319	IntaRNA
isar1	slr0954	0.94176	0	320	IntaRNA
psrr1	slr0708	0.94108	0	321	IntaRNA
psrr1	slr1681	0.94108	0	322	IntaRNA
isar1	slr1855	0.94073	0	323	IntaRNA
isar1	slr1122	0.94039	0	324	IntaRNA
psrr1	slr0448	0.94039	0	325	IntaRNA
psrr1	slr1950	0.94039	0	326	IntaRNA
isar1	sll1326	0.94004	0	327	IntaRNA
isar1	slr1270	0.94004	0	328	IntaRNA
psrr1	slr0019	0.94004	0	329	IntaRNA
psrr1	slr1613	0.94004	0	330	IntaRNA
psrr1	sll0920	0.93969	0	331	IntaRNA
psrr1	sll1406	0.93969	0	332	IntaRNA
psrr1	slr0913	0.93969	0	333	IntaRNA
psrr1	sll0787	0.93934	0	334	IntaRNA
isar1	slr0222	0.93899	0	335	IntaRNA
isar1	slr0369	0.93899	0	336	IntaRNA
psrr1	sll0026	0.93899	0	337	IntaRNA
psrr1	sll1689	0.93899	0	338	IntaRNA
psrr1	slr0072	0.93899	0	339	IntaRNA
isar1	slr1491	0.93863	0	340	IntaRNA
psrr1	slr1908	0.93863	0	341	IntaRNA
isar1	slr1727	0.93828	0	342	IntaRNA
isar1	slr0885	0.93792	0	343	IntaRNA
isar1	slr1093	0.93792	0	344	IntaRNA
isar1	slr1318	0.93792	0	345	IntaRNA
psrr1	slr0236	0.93792	0	346	IntaRNA
psrr1	slr0079	0.93756	0	347	IntaRNA
isar1	sll0227	0.9372	0	348	IntaRNA
psrr1	slr1442	0.9372	0	349	IntaRNA
psrr1	slr1835	0.9372	0	350	IntaRNA
isar1	slr0801	0.93683	0	351	IntaRNA
psrr1	sll0281	0.93683	0	352	IntaRNA
psrr1	slr1048	0.93647	0	353	IntaRNA
isar1	sll1473	0.9361	0	354	IntaRNA
psrr1	sll1513	0.9361	0	355	IntaRNA
isar1	sll1921	0.93573	0	356	IntaRNA
psrr1	sll1747	0.93573	0	357	IntaRNA
psrr1	slr0016	0.93573	0	358	IntaRNA
psrr1	slr0613	0.93573	0	359	IntaRNA
psrr1	slr1136	0.93573	0	360	IntaRNA
psrr1	sll1550	0.93536	0	361	IntaRNA
isar1	sll0370	0.93499	0	362	IntaRNA
psrr1	sll0065	0.93499	0	363	IntaRNA
psrr1	slr1332	0.93499	0	364	IntaRNA
psrr1	sll0141	0.93462	0	365	IntaRNA
isar1	sll1687	0.93424	0	366	IntaRNA
psrr1	sll0043	0.93424	0	367	IntaRNA
psrr1	sll0745	0.93424	0	368	IntaRNA
psrr1	sll1738	0.93424	0	369	IntaRNA
psrr1	slr0954	0.93387	0	370	IntaRNA
isar1	slr2089	0.93349	0	371	IntaRNA
psrr1	sll0569	0.93311	0	372	IntaRNA
isar1	sll0086	0.93273	0	373	IntaRNA
isar1	slr1467	0.93273	0	374	IntaRNA
psrr1	sll1103	0.93234	0	375	IntaRNA
isar1	sll0813	0.93196	0	376	IntaRNA
isar1	sll1897	0.93196	0	377	IntaRNA
psrr1	slr0226	0.93196	0	378	IntaRNA
psrr1	slr0580	0.93196	0	379	IntaRNA
isar1	sll1291	0.93157	0	380	IntaRNA
isar1	slr2034	0.93157	0	381	IntaRNA
psrr1	slr0358	0.93157	0	382	IntaRNA
psrr1	slr1194	0.93157	0	383	IntaRNA
psrr1	slr1509	0.93157	0	384	IntaRNA
psrr1	sll1143	0.93118	0	385	IntaRNA
psrr1	slr0984	0.93118	0	386	IntaRNA
isar1	sll1019	0.93079	0	387	IntaRNA
psrr1	slr1200	0.93079	0	388	IntaRNA
psrr1	slr1977	0.93079	0	389	IntaRNA
isar1	sll1882	0.9304	0	390	IntaRNA
isar1	slr1811	0.9304	0	391	IntaRNA
psrr1	slr0502	0.9304	0	392	IntaRNA
isar1	sll1662	0.93	0	393	IntaRNA
isar1	slr0448	0.93	0	394	IntaRNA
psrr1	sll0379	0.9296	0	395	IntaRNA
psrr1	sll0861	0.9296	0	396	IntaRNA
isar1	slr0211	0.92921	0	397	IntaRNA
isar1	slr0473	0.92921	0	398	IntaRNA
psrr1	sll0616	0.92921	0	399	IntaRNA
isar1	sll1352	0.9284	0	400	IntaRNA
psrr1	slr2118	0.9284	0	401	IntaRNA
isar1	sll0596	0.928	0	402	IntaRNA
psrr1	sll0990	0.928	0	403	IntaRNA
psrr1	slr0257	0.928	0	404	IntaRNA
isar1	slr1751	0.92759	0	405	IntaRNA
psrr1	sll1281	0.92759	0	406	IntaRNA
psrr1	sll1581	0.92759	0	407	IntaRNA
isar1	sll0103	0.92719	0	408	IntaRNA
isar1	sll1167	0.92678	0	409	IntaRNA
isar1	slr0449	0.92678	0	410	IntaRNA
isar1	ssr1766	0.92678	0	411	IntaRNA
psrr1	slr1047	0.92678	0	412	IntaRNA
isar1	sll1180	0.92637	0	413	IntaRNA
psrr1	sll0370	0.92637	0	414	IntaRNA
psrr1	sll1704	0.92637	0	415	IntaRNA
psrr1	slr0204	0.92637	0	416	IntaRNA
isar1	sll0672	0.92595	0	417	IntaRNA
psrr1	slr1879	0.92554	0	418	IntaRNA
isar1	slr0484	0.92512	0	419	IntaRNA
psrr1	sll0179	0.92512	0	420	IntaRNA
isar1	sll0938	0.9247	0	421	IntaRNA
isar1	sll1894	0.9247	0	422	IntaRNA
isar1	slr0772	0.9247	0	423	IntaRNA
psrr1	sll0689	0.9247	0	424	IntaRNA
psrr1	sll1156	0.92428	0	425	IntaRNA
psrr1	slr1124	0.92428	0	426	IntaRNA
psrr1	slr1689	0.92386	0	427	IntaRNA
isar1	slr0302	0.92343	0	428	IntaRNA
psrr1	sll0630	0.92343	0	429	IntaRNA
psrr1	slr0579	0.92343	0	430	IntaRNA
isar1	slr1243	0.92301	0	431	IntaRNA
isar1	slr1459	0.92301	0	432	IntaRNA
isar1	slr1916	0.92301	0	433	IntaRNA
psrr1	slr0639	0.92301	0	434	IntaRNA
isar1	sll0379	0.92258	0	435	IntaRNA
isar1	sll1123	0.92258	0	436	IntaRNA
psrr1	sll0594	0.92258	0	437	IntaRNA
psrr1	slr0263	0.92258	0	438	IntaRNA
psrr1	sll2007	0.92215	0	439	IntaRNA
psrr1	slr0670	0.92172	0	440	IntaRNA
psrr1	sll1892	0.92128	0	441	IntaRNA
isar1	slr1798	0.92085	0	442	IntaRNA
psrr1	slr0081	0.92085	0	443	IntaRNA
isar1	slr1223	0.92041	0	444	IntaRNA
isar1	slr1820	0.92041	0	445	IntaRNA
psrr1	sll1158	0.92041	0	446	IntaRNA
isar1	sll0909	0.91997	0	447	IntaRNA
isar1	slr0917	0.91997	0	448	IntaRNA
isar1	slr0967	0.91997	0	449	IntaRNA
psrr1	sll1333	0.91997	0	450	IntaRNA
psrr1	sll1475	0.91997	0	451	IntaRNA
psrr1	slr2095	0.91997	0	452	IntaRNA
isar1	slr2131	0.91953	0	453	IntaRNA
isar1	sll1598	0.91908	0	454	IntaRNA
isar1	sll1689	0.91908	0	455	IntaRNA
isar1	sll1799	0.91908	0	456	IntaRNA
psrr1	sll0354	0.91908	0	457	IntaRNA
psrr1	sll1853	0.91908	0	458	IntaRNA
psrr1	slr1255	0.91908	0	459	IntaRNA
psrr1	slr1837	0.91908	0	460	IntaRNA
psrr1	slr1896	0.91908	0	461	IntaRNA
psrr1	sll0242	0.91864	0	462	IntaRNA
psrr1	slr0678	0.91864	0	463	IntaRNA
isar1	sll1223	0.91819	0	464	IntaRNA
psrr1	slr0510	0.91819	0	465	IntaRNA
psrr1	slr0668	0.91819	0	466	IntaRNA
isar1	sll1758	0.91683	0	467	IntaRNA
isar1	sll1672	0.91638	0	468	IntaRNA
isar1	sll0662	0.91592	0	469	IntaRNA
isar1	slr1119	0.91592	0	470	IntaRNA
psrr1	sll0665	0.91592	0	471	IntaRNA
psrr1	sll1910	0.91592	0	472	IntaRNA
isar1	sll0043	0.91546	0	473	IntaRNA
isar1	slr0318	0.91546	0	474	IntaRNA
isar1	sll0736	0.915	0	475	IntaRNA
psrr1	sll0020	0.915	0	476	IntaRNA
psrr1	sll1076	0.915	0	477	IntaRNA
psrr1	slr0323	0.915	0	478	IntaRNA
psrr1	slr1939	0.915	0	479	IntaRNA
psrr1	sll0058	0.91453	0	480	IntaRNA
psrr1	sll1124	0.91453	0	481	IntaRNA
psrr1	sll1758	0.91407	0	482	IntaRNA
psrr1	slr0744	0.91407	0	483	IntaRNA
psrr1	sll0033	0.9136	0	484	IntaRNA
psrr1	sll0898	0.9136	0	485	IntaRNA
psrr1	sll0923	0.9136	0	486	IntaRNA
psrr1	ssr1562	0.9136	0	487	IntaRNA
isar1	slr1493	0.91313	0	488	IntaRNA
psrr1	sll0290	0.91313	0	489	IntaRNA
psrr1	sll0297	0.91313	0	490	IntaRNA
psrr1	sll1080	0.91266	0	491	IntaRNA
psrr1	slr1902	0.91218	0	492	IntaRNA
isar1	sll0038	0.91171	0	493	IntaRNA
psrr1	sll1091	0.91171	0	494	IntaRNA
psrr1	slr0301	0.91171	0	495	IntaRNA
psrr1	slr1938	0.91171	0	496	IntaRNA
psrr1	sll0455	0.91123	0	497	IntaRNA
psrr1	slr1315	0.91123	0	498	IntaRNA
isar1	sll1344	0.91075	0	499	IntaRNA
psrr1	ssr2009	0.91075	0	500	IntaRNA
isar1	slr0640	0.91026	0	501	IntaRNA
psrr1	slr1307	0.91026	0	502	IntaRNA
psrr1	slr1812	0.91026	0	503	IntaRNA
isar1	sll1324	0.90978	0	504	IntaRNA
psrr1	slr2096	0.90978	0	505	IntaRNA
psrr1	sll0986	0.90929	0	506	IntaRNA
psrr1	slr0657	0.90929	0	507	IntaRNA
isar1	sll0295	0.9088	0	508	IntaRNA
isar1	sll0499	0.9088	0	509	IntaRNA
isar1	sll0041	0.90831	0	510	IntaRNA
isar1	sll0459	0.90831	0	511	IntaRNA
isar1	slr0325	0.90831	0	512	IntaRNA
isar1	sll0423	0.90782	0	513	IntaRNA
isar1	sll1054	0.90782	0	514	IntaRNA
psrr1	sll1079	0.90782	0	515	IntaRNA
psrr1	slr0216	0.90782	0	516	IntaRNA
psrr1	sll0237	0.90733	0	517	IntaRNA
psrr1	slr1490	0.90733	0	518	IntaRNA
psrr1	slr1664	0.90733	0	519	IntaRNA
isar1	sll1546	0.90683	0	520	IntaRNA
psrr1	slr0666	0.90683	0	521	IntaRNA
isar1	sll1201	0.90633	0	522	IntaRNA
isar1	ssl0738	0.90633	0	523	IntaRNA
psrr1	sll0012	0.90633	0	524	IntaRNA
psrr1	sll0677	0.90633	0	525	IntaRNA
psrr1	sll1860	0.90633	0	526	IntaRNA
psrr1	slr1356	0.90633	0	527	IntaRNA
isar1	sll0980	0.90583	0	528	IntaRNA
psrr1	sll1336	0.90583	0	529	IntaRNA
isar1	slr1127	0.90532	0	530	IntaRNA
psrr1	sll1527	0.90532	0	531	IntaRNA
psrr1	slr1159	0.90532	0	532	IntaRNA
isar1	sll0544	0.90482	0	533	IntaRNA
psrr1	sll0887	0.90482	0	534	IntaRNA
psrr1	slr1697	0.90482	0	535	IntaRNA
psrr1	slr1726	0.90482	0	536	IntaRNA
isar1	slr1808	0.90431	1	537	IntaRNA
psrr1	sll0005	0.90431	0	538	IntaRNA
isar1	sll0036	0.9038	0	539	IntaRNA
isar1	sll0141	0.9038	0	540	IntaRNA
isar1	sll0184	0.9038	0	541	IntaRNA
isar1	slr1343	0.9038	0	542	IntaRNA
psrr1	sll0219	0.90329	0	543	IntaRNA
psrr1	sll1356	0.90329	0	544	IntaRNA
psrr1	slr1771	0.90277	0	545	IntaRNA
isar1	sll0037	0.90226	0	546	IntaRNA
