sRNA	mRNA	Score	Class	OrdinalRank	Program
isar1	slr1270	0.99945	0	135	CopraRNA
isar1	slr1030	0.99943	0	136	CopraRNA
psrr1	sll0832	0.99943	0	137	CopraRNA
isar1	ssr2831	0.99941	0	138	CopraRNA
isar1	slr0072	0.9994	0	139	CopraRNA
psrr1	slr2030	0.9994	0	140	CopraRNA
isar1	sll1916	0.99939	0	141	CopraRNA
isar1	sll1965	0.99939	0	142	CopraRNA
isar1	slr0201	0.99939	0	143	CopraRNA
isar1	slr0599	0.99939	0	144	CopraRNA
isar1	slr1691	0.99939	0	145	CopraRNA
isar1	sll0554	0.99937	0	146	CopraRNA
isar1	sll1550	0.99937	0	147	CopraRNA
isar1	slr0990	0.99937	0	148	CopraRNA
isar1	slr1332	0.99937	0	149	CopraRNA
isar1	ssl2542	0.99937	0	150	CopraRNA
isar1	slr0095	0.99936	0	151	CopraRNA
isar1	sll1440	0.99935	0	152	CopraRNA
isar1	sll1905	0.99935	0	153	CopraRNA
isar1	slr0737	0.99935	0	154	CopraRNA
isar1	sll0766	0.99933	0	155	CopraRNA
isar1	slr0711	0.99933	0	156	CopraRNA
isar1	slr1128	0.99933	0	157	CopraRNA
isar1	sll0778	0.99931	0	158	CopraRNA
psrr1	slr0929	0.99931	0	159	CopraRNA
isar1	slr1438	0.9993	0	160	CopraRNA
isar1	slr0891	0.99929	0	161	CopraRNA
isar1	sll1054	0.99928	0	162	CopraRNA
isar1	slr0456	0.99927	0	163	CopraRNA
isar1	slr1205	0.99927	0	164	CopraRNA
isar1	slr0044	0.99926	0	165	CopraRNA
isar1	sll1632	0.99925	0	166	CopraRNA
isar1	sll0320	0.99924	0	167	CopraRNA
isar1	slr1090	0.99924	0	168	CopraRNA
psrr1	sml0008	0.99924	1	169	CopraRNA
isar1	sll0981	0.99923	0	170	CopraRNA
isar1	sll1485	0.99922	0	171	CopraRNA
isar1	slr0370	0.99922	0	172	CopraRNA
isar1	ssr1258	0.99922	0	173	CopraRNA
isar1	slr1120	0.9992	0	174	CopraRNA
isar1	slr1655	0.9992	0	175	CopraRNA
isar1	slr0359	0.99917	0	176	CopraRNA
isar1	slr0120	0.99916	0	177	CopraRNA
isar1	slr0143	0.99916	0	178	CopraRNA
psrr1	sll0145	0.99915	0	179	CopraRNA
isar1	sll0322	0.99914	0	180	CopraRNA
isar1	slr0575	0.99914	0	181	CopraRNA
isar1	slr1363	0.99914	0	182	CopraRNA
isar1	slr2033	0.99914	0	183	CopraRNA
isar1	ssr2799	0.99914	0	184	CopraRNA
psrr1	sll1138	0.99913	0	185	CopraRNA
isar1	sll1822	0.99912	0	186	CopraRNA
isar1	sll1086	0.9991	0	187	CopraRNA
isar1	sll1056	0.99909	0	188	CopraRNA
isar1	sll1001	0.99907	0	189	CopraRNA
isar1	sll1723	0.99906	0	190	CopraRNA
isar1	slr1129	0.99906	0	191	CopraRNA
isar1	sll1108	0.99904	0	192	CopraRNA
isar1	slr0597	0.99904	0	193	CopraRNA
isar1	slr1489	0.99903	0	194	CopraRNA
isar1	sll1393	0.99902	0	195	CopraRNA
isar1	slr0093	0.99902	0	196	CopraRNA
isar1	ssr2781	0.99901	0	197	CopraRNA
isar1	slr0267	0.999	0	198	CopraRNA
isar1	sll0933	0.99899	0	199	CopraRNA
isar1	slr1028	0.99899	0	200	CopraRNA
isar1	sll1336	0.99898	0	201	CopraRNA
isar1	sll0176	0.99897	0	202	CopraRNA
isar1	sll0455	0.99897	0	203	CopraRNA
isar1	sll0504	0.99894	0	204	CopraRNA
isar1	sll0102	0.99893	0	205	CopraRNA
psrr1	sll1931	0.99893	0	206	CopraRNA
psrr1	ssr3451	0.99892	0	207	CopraRNA
isar1	sll0921	0.99888	0	208	CopraRNA
isar1	slr1848	0.99888	0	209	CopraRNA
psrr1	slr0357	0.99888	0	210	CopraRNA
isar1	slr1511	0.99887	0	211	CopraRNA
isar1	ssl0350	0.99887	0	212	CopraRNA
isar1	ssr2723	0.99885	0	213	CopraRNA
isar1	slr0298	0.99882	0	214	CopraRNA
isar1	slr0808	0.99882	0	215	CopraRNA
isar1	slr1942	0.9988	0	216	CopraRNA
psrr1	slr0418	0.9988	0	217	CopraRNA
isar1	sll0990	0.99879	0	218	CopraRNA
psrr1	sll1932	0.99879	0	219	CopraRNA
isar1	sll1300	0.99878	0	220	CopraRNA
isar1	slr0732	0.99878	0	221	CopraRNA
isar1	slr0261	0.99875	0	222	CopraRNA
isar1	sll1360	0.99874	0	223	CopraRNA
isar1	slr1435	0.99874	0	224	CopraRNA
isar1	slr0194	0.99873	0	225	CopraRNA
psrr1	slr1729	0.99873	0	226	CopraRNA
isar1	sll1340	0.99869	0	227	CopraRNA
isar1	smr0006	0.99869	0	228	CopraRNA
isar1	ssr2194	0.99869	0	229	CopraRNA
isar1	slr0963	0.99868	0	230	CopraRNA
isar1	slr0065	0.99867	0	231	CopraRNA
isar1	slr1894	0.99866	0	232	CopraRNA
isar1	sll1555	0.99865	0	233	CopraRNA
isar1	slr0521	0.99865	0	234	CopraRNA
isar1	sll0622	0.99864	0	235	CopraRNA
psrr1	slr1166	0.99864	0	236	CopraRNA
isar1	sll1110	0.99863	0	237	CopraRNA
isar1	slr1411	0.99862	0	238	CopraRNA
isar1	slr0543	0.99861	0	239	CopraRNA
isar1	slr2001	0.99861	0	240	CopraRNA
isar1	sll0993	0.9986	0	241	CopraRNA
isar1	sll1541	0.9986	0	242	CopraRNA
isar1	slr0354	0.99859	0	243	CopraRNA
isar1	slr1442	0.99858	0	244	CopraRNA
isar1	ssl0438	0.99858	0	245	CopraRNA
isar1	slr0171	0.99854	0	246	CopraRNA
isar1	sll0818	0.99853	0	247	CopraRNA
isar1	sll1931	0.99852	0	248	CopraRNA
isar1	slr1377	0.99852	0	249	CopraRNA
isar1	sll1676	0.99851	0	250	CopraRNA
isar1	slr1935	0.9985	0	251	CopraRNA
isar1	sll0220	0.99849	0	252	CopraRNA
isar1	slr0677	0.99848	0	253	CopraRNA
psrr1	sll0355	0.99848	0	254	CopraRNA
isar1	slr1708	0.99845	0	255	CopraRNA
isar1	sll1142	0.99843	0	256	CopraRNA
isar1	sll0898	0.99841	0	257	CopraRNA
isar1	sll1508	0.99841	0	258	CopraRNA
isar1	slr1570	0.9984	0	259	CopraRNA
isar1	slr0769	0.99838	0	260	CopraRNA
isar1	smr0011	0.99834	0	261	CopraRNA
isar1	slr0379	0.99833	0	262	CopraRNA
psrr1	sll0497	0.99833	0	263	CopraRNA
isar1	slr1779	0.99831	0	264	CopraRNA
isar1	sll0202	0.9983	0	265	CopraRNA
psrr1	slr1380	0.9983	0	266	CopraRNA
isar1	slr1265	0.99828	0	267	CopraRNA
isar1	sll1447	0.99826	0	268	CopraRNA
isar1	sll0282	0.99823	0	269	CopraRNA
isar1	slr0645	0.9982	0	270	CopraRNA
isar1	slr1515	0.9982	0	271	CopraRNA
isar1	slr0940	0.99819	0	272	CopraRNA
isar1	sll1543	0.99818	0	273	CopraRNA
isar1	sll0162	0.99817	0	274	CopraRNA
isar1	sll1022	0.99816	0	275	CopraRNA
psrr1	slr1117	0.99813	0	276	CopraRNA
isar1	slr0118	0.99812	0	277	CopraRNA
isar1	sll1768	0.9981	0	278	CopraRNA
psrr1	sll1862	0.9981	0	279	CopraRNA
isar1	slr1047	0.99809	0	280	CopraRNA
isar1	slr1717	0.99809	0	281	CopraRNA
isar1	sll0146	0.99808	0	282	CopraRNA
isar1	sll0862	0.99808	0	283	CopraRNA
isar1	sll1860	0.99807	0	284	CopraRNA
psrr1	slr0358	0.99807	0	285	CopraRNA
isar1	sll1074	0.99805	0	286	CopraRNA
isar1	slr0105	0.99804	0	287	CopraRNA
psrr1	slr1429	0.99802	0	288	CopraRNA
isar1	slr0115	0.99801	0	289	CopraRNA
isar1	ssr2998	0.99799	0	290	CopraRNA
isar1	sll1538	0.99797	0	291	CopraRNA
isar1	sll0764	0.99796	0	292	CopraRNA
isar1	ssl2733	0.99796	0	293	CopraRNA
isar1	slr0181	0.99795	0	294	CopraRNA
isar1	slr1842	0.99793	0	295	CopraRNA
isar1	slr1124	0.99791	0	296	CopraRNA
isar1	ssl0832	0.99791	0	297	CopraRNA
isar1	sll1751	0.9979	0	298	CopraRNA
isar1	sll1770	0.99789	0	299	CopraRNA
isar1	sll0413	0.99788	0	300	CopraRNA
psrr1	smr0010	0.99787	0	301	CopraRNA
isar1	slr1349	0.99786	0	302	CopraRNA
isar1	sll0823	0.99785	0	303	CopraRNA
isar1	sll1192	0.99785	0	304	CopraRNA
isar1	slr1201	0.99785	0	305	CopraRNA
isar1	slr1495	0.99785	0	306	CopraRNA
isar1	slr1452	0.99784	0	307	CopraRNA
isar1	sll0306	0.99783	0	308	CopraRNA
isar1	slr1796	0.99781	0	309	CopraRNA
isar1	slr0920	0.9978	0	310	CopraRNA
isar1	slr1125	0.9978	0	311	CopraRNA
isar1	slr1307	0.9978	0	312	CopraRNA
isar1	slr1378	0.9978	0	313	CopraRNA
psrr1	sll1869	0.9978	0	314	CopraRNA
psrr1	slr0557	0.99777	0	315	CopraRNA
isar1	sll1316	0.99776	0	316	CopraRNA
isar1	slr1791	0.99774	0	317	CopraRNA
isar1	slr0322	0.99772	0	318	CopraRNA
isar1	slr1364	0.99772	0	319	CopraRNA
isar1	slr1087	0.9977	0	320	CopraRNA
isar1	sll0471	0.99768	0	321	CopraRNA
isar1	slr0794	0.99768	0	322	CopraRNA
isar1	slr2051	0.99765	0	323	CopraRNA
isar1	ssr2972	0.99765	0	324	CopraRNA
isar1	sll1091	0.99764	0	325	CopraRNA
isar1	sll1893	0.99761	0	326	CopraRNA
isar1	slr0387	0.9976	0	327	CopraRNA
isar1	sll1752	0.99758	0	328	CopraRNA
isar1	slr0337	0.99757	0	329	CopraRNA
isar1	sll0053	0.99756	0	330	CopraRNA
psrr1	slr1042	0.99755	0	331	CopraRNA
isar1	sll0945	0.99753	0	332	CopraRNA
isar1	sll1882	0.99752	0	333	CopraRNA
isar1	slr1062	0.9975	0	334	CopraRNA
isar1	sll1077	0.99744	0	335	CopraRNA
isar1	sll1252	0.99742	0	336	CopraRNA
isar1	slr1666	0.99742	0	337	CopraRNA
isar1	slr0709	0.99739	0	338	CopraRNA
isar1	slr1226	0.99735	0	339	CopraRNA
isar1	sll0058	0.99733	0	340	CopraRNA
isar1	sll1121	0.99729	0	341	CopraRNA
isar1	sll1558	0.99728	0	342	CopraRNA
isar1	slr0216	0.99727	0	343	CopraRNA
isar1	slr2030	0.99725	0	344	CopraRNA
isar1	sll0576	0.99724	0	345	CopraRNA
psrr1	slr0772	0.99724	0	346	CopraRNA
psrr1	slr1455	0.99724	0	347	CopraRNA
isar1	slr0454	0.99721	0	348	CopraRNA
isar1	sll0540	0.9972	0	349	CopraRNA
psrr1	sll0931	0.99719	0	350	CopraRNA
isar1	sll1694	0.99718	0	351	CopraRNA
isar1	slr0110	0.99717	0	352	CopraRNA
isar1	slr1747	0.99717	0	353	CopraRNA
isar1	slr1690	0.99716	0	354	CopraRNA
isar1	sll0260	0.99713	0	355	CopraRNA
isar1	slr2062	0.99713	0	356	CopraRNA
isar1	slr1331	0.9971	0	357	CopraRNA
psrr1	sll1322	0.99709	0	358	CopraRNA
isar1	slr1647	0.99704	0	359	CopraRNA
isar1	sll0329	0.99701	0	360	CopraRNA
isar1	slr1340	0.99699	0	361	CopraRNA
isar1	sll0459	0.99697	0	362	CopraRNA
isar1	slr1575	0.99697	0	363	CopraRNA
isar1	sll0549	0.99696	0	364	CopraRNA
isar1	sll1442	0.99695	0	365	CopraRNA
isar1	sll0441	0.99691	0	366	CopraRNA
isar1	ssr0482	0.99689	0	367	CopraRNA
psrr1	smr0011	0.99685	0	368	CopraRNA
isar1	slr1835	0.99684	0	369	CopraRNA
isar1	slr1535	0.99683	0	370	CopraRNA
isar1	slr1686	0.99682	0	371	CopraRNA
psrr1	sll1281	0.99682	0	372	CopraRNA
isar1	slr2073	0.99681	0	373	CopraRNA
isar1	sll0517	0.99679	0	374	CopraRNA
isar1	sll1343	0.99679	0	375	CopraRNA
isar1	slr0500	0.99679	0	376	CopraRNA
isar1	sll1196	0.99677	0	377	CopraRNA
isar1	sll0704	0.99676	0	378	CopraRNA
isar1	slr0756	0.99675	0	379	CopraRNA
psrr1	ssl0461	0.99673	0	380	CopraRNA
isar1	ssr1736	0.99671	0	381	CopraRNA
isar1	sll1191	0.99669	0	382	CopraRNA
isar1	sll1043	0.99668	0	383	CopraRNA
isar1	slr1196	0.99665	0	384	CopraRNA
psrr1	slr0067	0.99661	0	385	CopraRNA
isar1	sll0864	0.99658	0	386	CopraRNA
isar1	slr0977	0.99657	0	387	CopraRNA
isar1	slr1926	0.99653	0	388	CopraRNA
isar1	slr1083	0.99652	0	389	CopraRNA
isar1	slr1459	0.99651	0	390	CopraRNA
isar1	sll0082	0.9965	0	391	CopraRNA
psrr1	sll1091	0.99649	0	392	CopraRNA
psrr1	slr1563	0.99644	0	393	CopraRNA
isar1	slr0953	0.99641	0	394	CopraRNA
isar1	sll0809	0.99637	0	395	CopraRNA
isar1	slr2052	0.99636	0	396	CopraRNA
isar1	sll0454	0.9963	0	397	CopraRNA
isar1	slr1471	0.99625	0	398	CopraRNA
psrr1	sll1290	0.99625	0	399	CopraRNA
isar1	slr1675	0.99624	0	400	CopraRNA
isar1	slr1195	0.99622	0	401	CopraRNA
psrr1	slr1848	0.99622	0	402	CopraRNA
isar1	sll0613	0.99621	0	403	CopraRNA
isar1	sll1819	0.9962	0	404	CopraRNA
isar1	slr0076	0.9962	1	405	CopraRNA
isar1	slr1930	0.99613	0	406	CopraRNA
isar1	sll0822	0.99612	0	407	CopraRNA
isar1	sll1270	0.99612	0	408	CopraRNA
isar1	sll1516	0.99611	0	409	CopraRNA
isar1	slr1761	0.99611	0	410	CopraRNA
isar1	sll1172	0.9961	0	411	CopraRNA
psrr1	sll0258	0.9961	0	412	CopraRNA
isar1	sll0284	0.99609	0	413	CopraRNA
isar1	ssl1690	0.99609	0	414	CopraRNA
isar1	slr0049	0.99608	0	415	CopraRNA
isar1	sll0509	0.99606	0	416	CopraRNA
isar1	sll0567	0.99604	0	417	CopraRNA
isar1	slr1652	0.99604	0	418	CopraRNA
isar1	slr0639	0.99603	0	419	CopraRNA
isar1	sll0002	0.99601	0	420	CopraRNA
isar1	sll0047	0.99601	0	421	CopraRNA
isar1	slr1846	0.99601	1	422	CopraRNA
isar1	sll0017	0.99597	0	423	CopraRNA
isar1	sll0514	0.99596	0	424	CopraRNA
isar1	slr0749	0.99596	0	425	CopraRNA
isar1	sll1673	0.99594	0	426	CopraRNA
isar1	slr1277	0.99594	0	427	CopraRNA
psrr1	slr0975	0.99593	0	428	CopraRNA
isar1	ssr1600	0.99591	0	429	CopraRNA
isar1	sll0428	0.9959	0	430	CopraRNA
isar1	slr1050	0.9959	0	431	CopraRNA
psrr1	slr1998	0.99587	0	432	CopraRNA
psrr1	slr1238	0.99586	0	433	CopraRNA
isar1	sll1291	0.99581	0	434	CopraRNA
isar1	slr0656	0.9958	0	435	CopraRNA
psrr1	sll0295	0.99579	0	436	CopraRNA
psrr1	smr0003	0.99578	0	437	CopraRNA
isar1	sll0271	0.99576	0	438	CopraRNA
isar1	sll1559	0.99576	0	439	CopraRNA
isar1	slr1418	0.99572	0	440	CopraRNA
isar1	sll1575	0.9957	0	441	CopraRNA
psrr1	ssr1169	0.9957	0	442	CopraRNA
isar1	slr0161	0.99568	0	443	CopraRNA
isar1	slr0906	0.99563	0	444	CopraRNA
isar1	sll1574	0.99561	0	445	CopraRNA
isar1	ssl0601	0.99561	0	446	CopraRNA
isar1	sll0499	0.99557	0	447	CopraRNA
isar1	sll1452	0.99556	0	448	CopraRNA
psrr1	slr0657	0.99556	0	449	CopraRNA
isar1	slr1096	0.99555	0	450	CopraRNA
isar1	slr1044	0.99554	0	451	CopraRNA
isar1	sll1275	0.99553	0	452	CopraRNA
isar1	slr1979	0.99553	0	453	CopraRNA
isar1	sll1932	0.99552	0	454	CopraRNA
isar1	sll0244	0.99548	0	455	CopraRNA
isar1	sll1983	0.99546	0	456	CopraRNA
isar1	slr1256	0.99546	0	457	CopraRNA
isar1	sll1201	0.99543	0	458	CopraRNA
isar1	slr2081	0.99541	0	459	CopraRNA
isar1	slr0975	0.9954	0	460	CopraRNA
isar1	sll0031	0.99538	0	461	CopraRNA
isar1	sll1382	0.99538	0	462	CopraRNA
isar1	sll0661	0.99533	0	463	CopraRNA
isar1	sll0043	0.9953	0	464	CopraRNA
isar1	slr0092	0.9953	0	465	CopraRNA
psrr1	sll1559	0.9953	0	466	CopraRNA
isar1	slr1518	0.99529	0	467	CopraRNA
isar1	sll0611	0.99528	0	468	CopraRNA
isar1	sll1561	0.99528	0	469	CopraRNA
isar1	sll2001	0.99525	0	470	CopraRNA
isar1	slr1365	0.99525	0	471	CopraRNA
isar1	sll0041	0.99523	0	472	CopraRNA
isar1	sll1831	0.99516	0	473	CopraRNA
isar1	slr2049	0.99514	0	474	CopraRNA
isar1	ssl2598	0.99513	0	475	CopraRNA
isar1	sll0038	0.99511	0	476	CopraRNA
isar1	sll0900	0.99511	0	477	CopraRNA
isar1	sll1858	0.99511	0	478	CopraRNA
isar1	sll0586	0.9951	0	479	CopraRNA
isar1	sll0010	0.99508	0	480	CopraRNA
isar1	slr0252	0.99508	0	481	CopraRNA
isar1	slr2005	0.99508	0	482	CopraRNA
psrr1	sll1500	0.99505	0	483	CopraRNA
isar1	sll0098	0.99504	0	484	CopraRNA
isar1	ssl0452	0.99504	0	485	CopraRNA
isar1	sll0166	0.99502	0	486	CopraRNA
isar1	slr1472	0.99502	0	487	CopraRNA
isar1	sll1721	0.99498	0	488	CopraRNA
psrr1	slr0476	0.99498	0	489	CopraRNA
isar1	slr1316	0.99494	0	490	CopraRNA
isar1	slr1687	0.99494	0	491	CopraRNA
isar1	sll0736	0.99487	0	492	CopraRNA
isar1	slr0642	0.99484	0	493	CopraRNA
isar1	sll1193	0.99482	0	494	CopraRNA
isar1	sll1789	0.99482	0	495	CopraRNA
psrr1	slr0554	0.99482	0	496	CopraRNA
isar1	sll0184	0.99479	0	497	CopraRNA
isar1	slr1197	0.99479	0	498	CopraRNA
isar1	sll0838	0.99475	0	499	CopraRNA
isar1	slr0311	0.99473	0	500	CopraRNA
isar1	ssl1004	0.99473	0	501	CopraRNA
isar1	slr0015	0.99472	0	502	CopraRNA
isar1	ssl0294	0.99472	0	503	CopraRNA
isar1	slr1546	0.99463	0	504	CopraRNA
isar1	slr1266	0.9946	0	505	CopraRNA
isar1	slr0086	0.99458	0	506	CopraRNA
isar1	slr1807	0.99458	0	507	CopraRNA
isar1	sll0034	0.99455	0	508	CopraRNA
isar1	sll1424	0.99454	0	509	CopraRNA
isar1	sll0415	0.99452	0	510	CopraRNA
isar1	sll1253	0.99452	0	511	CopraRNA
isar1	sll0080	0.9945	0	512	CopraRNA
isar1	sll1372	0.99448	0	513	CopraRNA
isar1	slr0809	0.99446	0	514	CopraRNA
isar1	sll0602	0.99444	0	515	CopraRNA
psrr1	sll1547	0.99444	0	516	CopraRNA
isar1	slr1174	0.99443	0	517	CopraRNA
psrr1	sll0504	0.99443	0	518	CopraRNA
isar1	slr1169	0.9944	0	519	CopraRNA
isar1	ssr2062	0.99435	0	520	CopraRNA
isar1	sll1377	0.99432	0	521	CopraRNA
psrr1	sll0613	0.99429	0	522	CopraRNA
isar1	sll1219	0.99426	0	523	CopraRNA
isar1	slr0423	0.99425	0	524	CopraRNA
isar1	slr1956	0.99419	0	525	CopraRNA
isar1	sll1745	0.99418	0	526	CopraRNA
psrr1	slr0701	0.99416	0	527	CopraRNA
psrr1	ssr1951	0.99416	0	528	CopraRNA
isar1	slr0757	0.99414	0	529	CopraRNA
isar1	sll0396	0.99413	0	530	CopraRNA
isar1	slr0493	0.99409	0	531	CopraRNA
isar1	sll0379	0.99408	0	532	CopraRNA
isar1	slr1913	0.99408	0	533	CopraRNA
isar1	slr0742	0.99406	0	534	CopraRNA
psrr1	ssl2296	0.99402	0	535	CopraRNA
psrr1	ssl3093	0.99402	0	536	CopraRNA
isar1	sll0685	0.99401	0	537	CopraRNA
isar1	slr1160	0.99399	0	538	CopraRNA
isar1	sll0640	0.99398	0	539	CopraRNA
psrr1	sll1594	0.99398	0	540	CopraRNA
isar1	slr0938	0.99395	0	541	CopraRNA
isar1	slr0318	0.99393	0	542	CopraRNA
isar1	slr0740	0.99389	0	543	CopraRNA
isar1	sll1496	0.99386	0	544	CopraRNA
isar1	ssr1425	0.99384	0	545	CopraRNA
psrr1	sll0631	0.99384	0	546	CopraRNA
isar1	sll1027	0.99383	0	547	CopraRNA
isar1	sll1009	0.99382	0	548	CopraRNA
isar1	sll1553	0.99376	0	549	CopraRNA
psrr1	slr1212	0.99376	0	550	CopraRNA
psrr1	ssr2857	0.99376	0	551	CopraRNA
isar1	ssl3437	0.99365	0	552	CopraRNA
psrr1	slr1950	0.99364	0	553	CopraRNA
isar1	slr2080	0.9936	0	554	CopraRNA
psrr1	slr0376	0.9936	0	555	CopraRNA
