sRNA	mRNA	Score	Class	OrdinalRank	Program
gcvb	pm_rs07895	0.96753	0	123	IntaRNA
gcvb	pm_rs00285	0.96661	0	124	IntaRNA
gcvb	pm_rs02735	0.96648	0	125	IntaRNA
gcvb	pm_rs07300	0.96648	0	126	IntaRNA
gcvb	pm_rs04455	0.96608	0	127	IntaRNA
gcvb	pm_rs06610	0.96608	0	128	IntaRNA
gcvb	rpsf	0.96608	0	129	IntaRNA
gcvb	pm_rs02515	0.96567	0	130	IntaRNA
gcvb	pm_rs02885	0.96526	0	131	IntaRNA
gcvb	pm_rs02720	0.9652	0	132	IntaRNA
gcvb	pm_rs06280	0.96485	0	133	IntaRNA
gcvb	pm_rs06875	0.96485	0	134	IntaRNA
gcvb	pm_rs02100	0.96401	0	135	IntaRNA
gcvb	pm_rs06745	0.96399	0	136	IntaRNA
gcvb	pm_rs03570	0.96324	0	137	IntaRNA
gcvb	pm_rs05130	0.96299	0	138	IntaRNA
gcvb	pm_rs06840	0.96248	0	139	IntaRNA
gcvb	pm_rs07740	0.96184	0	140	IntaRNA
gcvb	pm_rs10380	0.96119	0	141	IntaRNA
gcvb	pm_rs00310	0.96013	0	142	IntaRNA
gcvb	pm_rs02385	0.95932	0	143	IntaRNA
gcvb	pm_rs00435	0.95905	0	144	IntaRNA
gcvb	guaa	0.95877	0	145	IntaRNA
gcvb	pm_rs03765	0.95877	0	146	IntaRNA
gcvb	pm_rs02770	0.95865	0	147	IntaRNA
gcvb	pm_rs07705	0.95865	0	148	IntaRNA
gcvb	pm_rs02195	0.95822	0	149	IntaRNA
gcvb	pm_rs03240	0.95822	0	150	IntaRNA
gcvb	pm_rs08645	0.95818	0	151	IntaRNA
gcvb	pm_rs08825	0.95794	0	152	IntaRNA
gcvb	pm_rs02155	0.95723	0	153	IntaRNA
gcvb	pm_rs02455	0.95652	0	154	IntaRNA
gcvb	pm_rs02870	0.95626	0	155	IntaRNA
gcvb	pm_rs03170	0.95626	0	156	IntaRNA
gcvb	pm_rs09325	0.95626	0	157	IntaRNA
gcvb	pm_rs09555	0.95626	0	158	IntaRNA
gcvb	pm_rs03795	0.95565	0	159	IntaRNA
gcvb	pm_rs05390	0.95565	0	160	IntaRNA
gcvb	pm_rs09275	0.95527	0	161	IntaRNA
gcvb	pm1655	0.95527	0	162	IntaRNA
gcvb	pm1386	0.95506	0	163	IntaRNA
gcvb	hscb	0.95477	0	164	IntaRNA
gcvb	rpsr	0.95427	0	165	IntaRNA
gcvb	pm_rs03650	0.95295	0	166	IntaRNA
gcvb	pm_rs02585	0.95273	0	167	IntaRNA
gcvb	pm_rs01760	0.95264	0	168	IntaRNA
gcvb	pm_rs01305	0.95234	0	169	IntaRNA
gcvb	pm_rs01750	0.95234	0	170	IntaRNA
gcvb	pm_rs03595	0.95234	0	171	IntaRNA
gcvb	pm_rs05305	0.95234	0	172	IntaRNA
gcvb	pm_rs01855	0.95171	0	173	IntaRNA
gcvb	pm_rs10335	0.9514	0	174	IntaRNA
gcvb	pm_rs10220	0.95116	0	175	IntaRNA
gcvb	pm_rs08525	0.95076	0	176	IntaRNA
gcvb	pm_rs02290	0.95063	0	177	IntaRNA
gcvb	pm_rs05920	0.95063	0	178	IntaRNA
gcvb	pm_rs06150	0.94956	0	179	IntaRNA
gcvb	pm_rs04340	0.94915	0	180	IntaRNA
gcvb	pm_rs07830	0.94901	0	181	IntaRNA
gcvb	atpc	0.94846	0	182	IntaRNA
gcvb	pm_rs09240	0.94679	0	183	IntaRNA
gcvb	pm_rs01830	0.94623	0	184	IntaRNA
gcvb	pm_rs09235	0.94623	0	185	IntaRNA
gcvb	pm_rs06065	0.94393	0	186	IntaRNA
gcvb	pm_rs06995	0.94393	0	187	IntaRNA
gcvb	ribh	0.94334	0	188	IntaRNA
gcvb	pm_rs08740	0.94275	0	189	IntaRNA
gcvb	pm_rs10400	0.94275	0	190	IntaRNA
gcvb	pm_rs03690	0.94155	0	191	IntaRNA
gcvb	rplx	0.94095	0	192	IntaRNA
gcvb	pm_rs04575	0.94034	0	193	IntaRNA
gcvb	pm_rs07020	0.93849	0	194	IntaRNA
gcvb	pm1095	0.93787	0	195	IntaRNA
gcvb	pm_rs01605	0.93596	0	196	IntaRNA
gcvb	pm_rs08345	0.93596	0	197	IntaRNA
gcvb	pm_rs08765	0.93532	0	198	IntaRNA
gcvb	pm_rs07055	0.93467	0	199	IntaRNA
gcvb	smpb	0.93467	0	200	IntaRNA
gcvb	pm_rs03225	0.93336	0	201	IntaRNA
gcvb	rpll	0.9327	0	202	IntaRNA
gcvb	pm_rs07835	0.93204	0	203	IntaRNA
gcvb	pm_rs09560	0.93204	0	204	IntaRNA
gcvb	pm_rs08055	0.93137	0	205	IntaRNA
gcvb	pm_rs02650	0.93069	0	206	IntaRNA
gcvb	pm_rs03495	0.93001	0	207	IntaRNA
gcvb	pm_rs08170	0.93001	0	208	IntaRNA
gcvb	pm0901	0.93001	0	209	IntaRNA
gcvb	pm_rs00490	0.92864	0	210	IntaRNA
gcvb	pm_rs04355	0.92795	0	211	IntaRNA
gcvb	pm_rs06695	0.92795	0	212	IntaRNA
gcvb	pm_rs09250	0.92795	0	213	IntaRNA
gcvb	pm0720	0.92795	0	214	IntaRNA
gcvb	pm_rs03315	0.92725	0	215	IntaRNA
gcvb	pm_rs02560	0.92655	0	216	IntaRNA
gcvb	ilvh	0.92584	0	217	IntaRNA
gcvb	pm_rs08840	0.92584	0	218	IntaRNA
gcvb	pm_rs05895	0.92513	0	219	IntaRNA
gcvb	pm_rs08295	0.9237	0	220	IntaRNA
gcvb	pm_rs05510	0.92297	0	221	IntaRNA
gcvb	pm_rs04300	0.92077	0	222	IntaRNA
gcvb	pm_rs07570	0.92003	0	223	IntaRNA
gcvb	rpli	0.92003	0	224	IntaRNA
gcvb	pm_rs06175	0.91853	0	225	IntaRNA
gcvb	pm_rs07505	0.91701	0	226	IntaRNA
gcvb	pm_rs00320	0.91547	0	227	IntaRNA
gcvb	pm_rs05860	0.91547	0	228	IntaRNA
gcvb	pm_rs09315	0.91547	0	229	IntaRNA
gcvb	pm_rs04905	0.9147	0	230	IntaRNA
gcvb	pm_rs06325	0.91313	0	231	IntaRNA
gcvb	pm_rs06270	0.91234	0	232	IntaRNA
gcvb	pm_rs00935	0.91155	0	233	IntaRNA
gcvb	pm_rs03355	0.91155	0	234	IntaRNA
gcvb	pm_rs06810	0.91075	0	235	IntaRNA
gcvb	pm_rs08205	0.91075	0	236	IntaRNA
gcvb	pm_rs00950	0.90914	0	237	IntaRNA
gcvb	pm_rs06180	0.90914	0	238	IntaRNA
gcvb	pm_rs09080	0.90914	0	239	IntaRNA
gcvb	pm_rs05355	0.90833	0	240	IntaRNA
gcvb	pm_rs07890	0.90751	0	241	IntaRNA
gcvb	pm_rs00210	0.90669	0	242	IntaRNA
gcvb	pm_rs02030	0.90669	0	243	IntaRNA
gcvb	pm_rs03305	0.90586	0	244	IntaRNA
gcvb	pm_rs10090	0.90586	0	245	IntaRNA
gcvb	pm_rs03600	0.90503	0	246	IntaRNA
gcvb	pm_rs01105	0.9042	0	247	IntaRNA
gcvb	pm_rs08175	0.9042	0	248	IntaRNA
gcvb	pm_rs03370	0.90335	0	249	IntaRNA
gcvb	trmd	0.90335	0	250	IntaRNA
gcvb	pm_rs05070	0.90166	0	251	IntaRNA
gcvb	pm_rs08665	0.90166	0	252	IntaRNA
gcvb	moae	0.89908	0	253	IntaRNA
gcvb	pm_rs06125	0.89908	0	254	IntaRNA
gcvb	pm_rs04780	0.89821	0	255	IntaRNA
gcvb	pm_rs05005	0.89821	0	256	IntaRNA
gcvb	pm_rs04215	0.89734	0	257	IntaRNA
gcvb	pm0489	0.89734	0	258	IntaRNA
gcvb	murq	0.89646	0	259	IntaRNA
gcvb	pm_rs00040	0.89469	0	260	IntaRNA
gcvb	pm_rs01425	0.89469	0	261	IntaRNA
gcvb	pm_rs05555	0.8938	0	262	IntaRNA
gcvb	pm_rs07280	0.8938	0	263	IntaRNA
gcvb	pm_rs00680	0.8929	0	264	IntaRNA
gcvb	pm_rs03115	0.8929	0	265	IntaRNA
gcvb	pm_rs00590	0.88927	0	266	IntaRNA
gcvb	pm_rs03775	0.88927	0	267	IntaRNA
gcvb	pm_rs07945	0.88927	0	268	IntaRNA
gcvb	pm_rs04255	0.88742	0	269	IntaRNA
gcvb	pm_rs10020	0.88742	0	270	IntaRNA
gcvb	pm1295	0.88649	0	271	IntaRNA
gcvb	pm_rs00410	0.88556	0	272	IntaRNA
gcvb	pm_rs01130	0.88556	0	273	IntaRNA
gcvb	pm_rs05490	0.88556	0	274	IntaRNA
gcvb	pm_rs07210	0.88556	0	275	IntaRNA
gcvb	pm_rs02695	0.88368	0	276	IntaRNA
gcvb	pm_rs05090	0.88368	0	277	IntaRNA
gcvb	nusg	0.88273	0	278	IntaRNA
gcvb	pm_rs03360	0.88273	0	279	IntaRNA
gcvb	pm_rs08595	0.88273	0	280	IntaRNA
gcvb	pm_rs06675	0.88178	0	281	IntaRNA
gcvb	pm_rs07030	0.88178	0	282	IntaRNA
gcvb	pm_rs06800	0.87986	0	283	IntaRNA
gcvb	pm_rs07260	0.87986	0	284	IntaRNA
gcvb	pm_rs06415	0.87889	0	285	IntaRNA
gcvb	fecb	0.87792	0	286	IntaRNA
gcvb	pm_rs00480	0.87792	0	287	IntaRNA
gcvb	pm_rs09085	0.87792	0	288	IntaRNA
gcvb	quef	0.87792	0	289	IntaRNA
gcvb	rpma	0.87792	0	290	IntaRNA
gcvb	pm_rs06930	0.87694	0	291	IntaRNA
gcvb	pm_rs10325	0.87694	0	292	IntaRNA
gcvb	pm_rs01490	0.87596	0	293	IntaRNA
gcvb	pm_rs10195	0.87596	0	294	IntaRNA
gcvb	nagb	0.87498	0	295	IntaRNA
gcvb	pm_rs02940	0.87498	0	296	IntaRNA
gcvb	pm_rs03940	0.87498	0	297	IntaRNA
gcvb	pm_rs08550	0.87498	0	298	IntaRNA
gcvb	pm_rs01170	0.87399	0	299	IntaRNA
gcvb	coad	0.873	0	300	IntaRNA
gcvb	thiq	0.873	0	301	IntaRNA
gcvb	pm_rs04820	0.86998	0	302	IntaRNA
gcvb	pm_rs07360	0.86998	0	303	IntaRNA
gcvb	pm_rs08335	0.86897	0	304	IntaRNA
gcvb	pm_rs02855	0.86693	0	305	IntaRNA
gcvb	pm_rs00440	0.86591	0	306	IntaRNA
gcvb	pm_rs01975	0.86591	0	307	IntaRNA
gcvb	pm_rs02295	0.86591	0	308	IntaRNA
gcvb	pm_rs08925	0.86591	0	309	IntaRNA
gcvb	pm_rs00895	0.86488	0	310	IntaRNA
gcvb	pm_rs08320	0.86384	0	311	IntaRNA
gcvb	pm0494	0.86384	0	312	IntaRNA
gcvb	pm_rs06185	0.86176	0	313	IntaRNA
gcvb	pm_rs06550	0.86176	0	314	IntaRNA
gcvb	pm_rs08655	0.86176	0	315	IntaRNA
gcvb	pm_rs05330	0.85965	0	316	IntaRNA
gcvb	pm_rs01255	0.85753	0	317	IntaRNA
gcvb	pm_rs05840	0.85753	0	318	IntaRNA
gcvb	pm_rs00485	0.85646	0	319	IntaRNA
gcvb	pm_rs03180	0.85646	0	320	IntaRNA
gcvb	pm_rs03270	0.85646	0	321	IntaRNA
gcvb	pm_rs01965	0.85539	0	322	IntaRNA
gcvb	pm_rs03550	0.85432	0	323	IntaRNA
gcvb	pm_rs08905	0.85432	0	324	IntaRNA
gcvb	pm_rs09260	0.85432	0	325	IntaRNA
gcvb	pm_rs04700	0.85324	0	326	IntaRNA
gcvb	pm_rs05325	0.85324	0	327	IntaRNA
gcvb	pm_rs05640	0.85324	0	328	IntaRNA
gcvb	pm_rs09550	0.85324	0	329	IntaRNA
gcvb	dppf	0.85215	0	330	IntaRNA
gcvb	pm_rs03960	0.85215	0	331	IntaRNA
gcvb	pm_rs05370	0.85215	0	332	IntaRNA
gcvb	pm_rs06790	0.85215	0	333	IntaRNA
gcvb	pm_rs07675	0.85215	0	334	IntaRNA
gcvb	pm_rs02900	0.85106	0	335	IntaRNA
gcvb	pm_rs05300	0.85106	0	336	IntaRNA
gcvb	pm_rs05935	0.84997	0	337	IntaRNA
gcvb	pm_rs10430	0.84997	0	338	IntaRNA
gcvb	pm_rs09665	0.84887	0	339	IntaRNA
gcvb	pm_rs00550	0.84777	0	340	IntaRNA
gcvb	metf	0.84666	0	341	IntaRNA
gcvb	pm0574	0.84666	0	342	IntaRNA
gcvb	pm_rs01095	0.84555	0	343	IntaRNA
gcvb	pm_rs00905	0.84443	0	344	IntaRNA
gcvb	pm_rs03385	0.84443	0	345	IntaRNA
gcvb	pm_rs07250	0.84443	0	346	IntaRNA
gcvb	pm_rs07885	0.84331	0	347	IntaRNA
gcvb	pm_rs04050	0.84219	0	348	IntaRNA
gcvb	pm_rs06660	0.84219	0	349	IntaRNA
gcvb	pm_rs04775	0.84106	0	350	IntaRNA
gcvb	pm_rs04990	0.84106	0	351	IntaRNA
gcvb	pm_rs05455	0.84106	0	352	IntaRNA
gcvb	pm_rs06410	0.84106	0	353	IntaRNA
gcvb	pm_rs03905	0.83993	0	354	IntaRNA
gcvb	pm_rs04765	0.83765	0	355	IntaRNA
gcvb	pm_rs05570	0.83765	0	356	IntaRNA
gcvb	pm_rs07845	0.83765	0	357	IntaRNA
gcvb	pm_rs06955	0.8365	0	358	IntaRNA
gcvb	pm_rs05695	0.83535	0	359	IntaRNA
gcvb	pm1932	0.8342	0	360	IntaRNA
gcvb	rihb	0.8342	0	361	IntaRNA
gcvb	pm_rs03250	0.83304	0	362	IntaRNA
gcvb	pm_rs06825	0.83304	0	363	IntaRNA
gcvb	pm_rs00620	0.83187	0	364	IntaRNA
gcvb	pm_rs06775	0.83187	0	365	IntaRNA
gcvb	pm_rs05445	0.83071	0	366	IntaRNA
gcvb	pm_rs07255	0.83071	0	367	IntaRNA
gcvb	pm_rs00530	0.82953	0	368	IntaRNA
gcvb	pm_rs02575	0.82953	0	369	IntaRNA
gcvb	pm_rs04565	0.82953	0	370	IntaRNA
gcvb	pm_rs03770	0.82836	0	371	IntaRNA
gcvb	pm_rs03005	0.82718	0	372	IntaRNA
gcvb	pm_rs08250	0.82718	0	373	IntaRNA
gcvb	pm_rs00800	0.82599	0	374	IntaRNA
gcvb	pm_rs07710	0.82599	0	375	IntaRNA
gcvb	pm_rs09920	0.82481	1	376	IntaRNA
gcvb	pm_rs06425	0.82481	0	377	IntaRNA
gcvb	pm_rs07015	0.82481	0	378	IntaRNA
gcvb	pm_rs07665	0.82481	0	379	IntaRNA
gcvb	pm_rs08520	0.82481	0	380	IntaRNA
gcvb	pm_rs09860	0.82481	0	381	IntaRNA
gcvb	pm_rs06505	0.82361	0	382	IntaRNA
gcvb	pm_rs08395	0.82361	0	383	IntaRNA
gcvb	pm_rs01300	0.82242	0	384	IntaRNA
gcvb	pm_rs01580	0.82242	0	385	IntaRNA
gcvb	pm_rs03470	0.82242	0	386	IntaRNA
gcvb	pm_rs05160	0.82242	0	387	IntaRNA
gcvb	pm_rs05500	0.82242	0	388	IntaRNA
gcvb	pm_rs06490	0.82242	0	389	IntaRNA
gcvb	pm1841	0.82242	0	390	IntaRNA
gcvb	rpsn	0.82242	0	391	IntaRNA
gcvb	pm_rs01100	0.82122	0	392	IntaRNA
gcvb	pm_rs06585	0.82122	0	393	IntaRNA
gcvb	pm_rs08305	0.82122	0	394	IntaRNA
gcvb	pm_rs04550	0.82001	0	395	IntaRNA
gcvb	pm_rs08260	0.82001	0	396	IntaRNA
gcvb	pm_rs00545	0.8188	0	397	IntaRNA
gcvb	pm_rs05885	0.8188	0	398	IntaRNA
gcvb	pm_rs08195	0.8188	0	399	IntaRNA
gcvb	pm_rs08385	0.8188	0	400	IntaRNA
gcvb	pm_rs09390	0.8188	0	401	IntaRNA
gcvb	deod	0.81759	0	402	IntaRNA
gcvb	pm_rs01700	0.81637	0	403	IntaRNA
gcvb	pm_rs03875	0.81637	0	404	IntaRNA
gcvb	pm_rs06590	0.81637	0	405	IntaRNA
gcvb	pm_rs00370	0.81515	0	406	IntaRNA
gcvb	prma	0.81515	0	407	IntaRNA
gcvb	pm_rs06260	0.81393	1	408	IntaRNA
gcvb	pm_rs00085	0.81393	0	409	IntaRNA
gcvb	pm_rs00740	0.81393	0	410	IntaRNA
gcvb	pm_rs04850	0.81393	0	411	IntaRNA
gcvb	pm_rs07695	0.81393	0	412	IntaRNA
gcvb	pyre	0.81393	0	413	IntaRNA
gcvb	pm_rs03100	0.81146	0	414	IntaRNA
gcvb	pm_rs10190	0.81023	0	415	IntaRNA
gcvb	pm_rs02115	0.80899	0	416	IntaRNA
gcvb	pm_rs07065	0.80899	0	417	IntaRNA
gcvb	pm_rs07215	0.80899	0	418	IntaRNA
gcvb	pm_rs08480	0.80899	0	419	IntaRNA
gcvb	pm_rs08890	0.80899	0	420	IntaRNA
gcvb	pm_rs04690	0.80774	0	421	IntaRNA
gcvb	pm_rs04885	0.80774	0	422	IntaRNA
gcvb	pm_rs04975	0.80774	0	423	IntaRNA
gcvb	pm_rs07930	0.80774	0	424	IntaRNA
gcvb	pm_rs02980	0.80649	0	425	IntaRNA
gcvb	pm_rs03420	0.80649	0	426	IntaRNA
gcvb	pm_rs03990	0.80649	0	427	IntaRNA
gcvb	pm_rs02780	0.80524	0	428	IntaRNA
gcvb	pm_rs09405	0.80524	0	429	IntaRNA
gcvb	rplt	0.80524	0	430	IntaRNA
gcvb	gpma	0.80398	0	431	IntaRNA
gcvb	pm_rs05030	0.80398	0	432	IntaRNA
gcvb	pm_rs05735	0.80398	0	433	IntaRNA
gcvb	pm_rs02015	0.80272	0	434	IntaRNA
gcvb	pm_rs10120	0.80272	0	435	IntaRNA
gcvb	ubif	0.80272	0	436	IntaRNA
gcvb	pm_rs01635	0.80146	0	437	IntaRNA
gcvb	pm_rs02875	0.80146	0	438	IntaRNA
gcvb	pm_rs08180	0.80019	0	439	IntaRNA
gcvb	pm_rs00865	0.79892	0	440	IntaRNA
gcvb	pm_rs03565	0.79892	0	441	IntaRNA
gcvb	pm_rs00305	0.79764	0	442	IntaRNA
gcvb	pm_rs05400	0.79764	0	443	IntaRNA
gcvb	pm_rs05720	0.79764	0	444	IntaRNA
gcvb	ppnk	0.79764	0	445	IntaRNA
gcvb	pm_rs03460	0.79636	0	446	IntaRNA
gcvb	pm1654	0.79636	0	447	IntaRNA
gcvb	pm_rs06010	0.79508	0	448	IntaRNA
gcvb	pm_rs07330	0.79508	0	449	IntaRNA
gcvb	pm_rs09425	0.79508	0	450	IntaRNA
gcvb	pm_rs00870	0.79379	0	451	IntaRNA
gcvb	pm_rs03175	0.79379	0	452	IntaRNA
gcvb	pm_rs06805	0.79379	0	453	IntaRNA
gcvb	rlud	0.79379	0	454	IntaRNA
gcvb	pm_rs08650	0.7925	0	455	IntaRNA
gcvb	prfa	0.7925	0	456	IntaRNA
gcvb	pm_rs02545	0.79121	0	457	IntaRNA
gcvb	hpac	0.78991	0	458	IntaRNA
gcvb	isph	0.78991	0	459	IntaRNA
gcvb	pm_rs00875	0.78861	0	460	IntaRNA
gcvb	pm_rs02090	0.78861	0	461	IntaRNA
gcvb	pm_rs05630	0.78861	0	462	IntaRNA
gcvb	pm_rs06690	0.78599	0	463	IntaRNA
gcvb	nudb	0.78468	0	464	IntaRNA
gcvb	pm_rs00390	0.78468	0	465	IntaRNA
gcvb	pm_rs09195	0.77939	0	466	IntaRNA
gcvb	pm_rs10160	0.77939	0	467	IntaRNA
gcvb	pm_rs01890	0.77806	0	468	IntaRNA
gcvb	pm_rs02190	0.77673	0	469	IntaRNA
gcvb	pm_rs10150	0.77673	0	470	IntaRNA
gcvb	pm_rs06375	0.77539	0	471	IntaRNA
gcvb	pm_rs07295	0.77405	0	472	IntaRNA
gcvb	pm_rs01075	0.77271	0	473	IntaRNA
gcvb	pm_rs03020	0.77136	0	474	IntaRNA
gcvb	pm_rs07000	0.77136	0	475	IntaRNA
gcvb	pm_rs00500	0.76865	0	476	IntaRNA
gcvb	pm_rs09740	0.76865	0	477	IntaRNA
gcvb	pm_rs00460	0.7673	0	478	IntaRNA
gcvb	pntb	0.7673	0	479	IntaRNA
gcvb	rela	0.7673	0	480	IntaRNA
gcvb	pm_rs00315	0.7632	0	481	IntaRNA
gcvb	pm_rs01840	0.7632	0	482	IntaRNA
gcvb	pm_rs02605	0.76046	0	483	IntaRNA
gcvb	pm_rs08445	0.76046	0	484	IntaRNA
gcvb	tpx	0.76046	0	485	IntaRNA
gcvb	pm_rs06530	0.75908	0	486	IntaRNA
gcvb	pm_rs08775	0.75908	0	487	IntaRNA
gcvb	hemh	0.7577	0	488	IntaRNA
gcvb	pm_rs00070	0.7577	0	489	IntaRNA
gcvb	pm_rs03110	0.7577	0	490	IntaRNA
gcvb	znuc	0.7577	0	491	IntaRNA
